CNES - Recursos Físicos - Ambulatório - Consultórios - Brasil
Clin.Especializada por Município e Ano/mês compet.
Período:2024
"Município";"2024/Jan";"2024/Fev";"2024/Mar";"2024/Abr";"2024/Mai";"2024/Jun";"2024/Jul";"2024/Ago";"2024/Set";"2024/Out";"2024/Nov";"2024/Dez"
"251580 SERRA REDONDA";4;4;4;4;4;5;5;5;5;5;5;5
"251590 SERRARIA";2;2;2;2;2;2;2;2;2;2;2;2
"251593 SERTAOZINHO";3;3;3;3;3;3;3;3;3;3;3;3
"251597 SOBRADO";4;4;4;7;7;7;7;7;7;7;7;7
"251600 SOLANEA";14;14;14;17;17;17;19;19;19;19;19;19
"251610 SOLEDADE";3;3;3;3;3;3;3;3;4;4;4;4
"251615 SOSSEGO";3;3;3;3;3;3;3;3;3;3;3;3
"251620 SOUSA";115;115;117;117;122;127;128;131;132;136;136;137
"251630 SUME";9;9;9;10;10;10;10;10;10;10;10;10
"251640 TACIMA";4;4;4;4;4;4;4;4;4;4;4;4
"251650 TAPEROA";2;2;2;2;2;2;2;2;2;2;2;2
"251670 TEIXEIRA";14;14;14;14;14;14;14;14;14;17;17;17
"251675 TENORIO";3;3;3;3;3;3;3;3;3;3;3;3
"251680 TRIUNFO";2;2;2;2;2;2;2;2;2;2;2;2
"251690 UIRAUNA";11;11;11;11;11;11;11;11;11;11;11;11
"251700 UMBUZEIRO";2;2;2;2;2;2;2;2;2;2;2;2
"251710 VARZEA";4;4;4;4;4;4;4;4;4;4;4;4
"260005 ABREU E LIMA";82;85;85;88;89;83;83;83;83;84;84;84
"260010 AFOGADOS DA INGAZEIRA";58;60;60;60;60;61;61;61;62;62;62;62
"260020 AFRANIO";6;6;7;7;7;7;7;7;8;8;10;10
"260030 AGRESTINA";17;17;17;17;17;19;19;19;19;19;19;19
"260040 AGUA PRETA";11;11;11;11;11;11;11;11;11;11;11;11
"260050 AGUAS BELAS";6;6;6;6;6;7;7;7;7;7;7;7
"260070 ALIANCA";4;4;4;4;4;4;4;4;4;4;4;4
"260080 ALTINHO";1;1;1;1;2;2;2;2;2;2;2;2
"260090 AMARAJI";5;5;5;5;5;5;5;5;5;5;5;6
"260100 ANGELIM";4;4;4;4;4;4;4;4;4;4;3;3
"260105 ARACOIABA";2;2;2;2;2;2;2;2;2;2;2;2
"260110 ARARIPINA";47;47;53;54;55;57;57;58;58;58;59;59
"260120 ARCOVERDE";148;148;148;148;148;148;150;153;158;158;158;158
"260140 BARREIROS";10;10;11;12;13;13;13;13;15;15;15;15
"260150 BELEM DE MARIA";1;1;6;6;6;6;6;6;6;6;6;6
"260160 BELEM DE SAO FRANCISCO";3;3;3;3;3;3;3;3;3;3;3;3
"260170 BELO JARDIM";78;78;78;78;78;82;82;82;82;82;82;82
"260180 BETANIA";1;1;1;1;1;1;1;1;1;1;1;1
"260190 BEZERROS";29;30;30;30;29;29;30;31;31;31;32;32
"260200 BODOCO";9;9;9;9;9;9;9;9;9;9;9;10
"260210 BOM CONSELHO";2;2;2;2;2;2;2;2;2;2;2;2
"260220 BOM JARDIM";3;3;3;3;3;3;3;3;3;3;3;3
"260230 BONITO";7;7;7;7;7;7;7;7;7;7;7;7
"260240 BREJAO";1;1;1;1;1;1;1;1;1;1;1;1
"260250 BREJINHO";2;2;2;2;2;2;2;2;2;2;2;2
"260260 BREJO DA MADRE DE DEUS";9;9;9;9;12;12;12;12;12;12;12;12
"260270 BUENOS AIRES";2;2;2;2;2;2;2;2;2;2;2;2
"260280 BUIQUE";6;6;6;6;6;6;6;6;6;6;6;6
"260290 CABO DE SANTO AGOSTINHO";146;146;146;146;146;146;146;146;147;148;148;148
"260300 CABROBO";10;10;10;10;10;10;10;10;10;10;10;10
"260310 CACHOEIRINHA";6;6;6;6;6;6;6;6;6;6;6;6
"260320 CAETES";6;6;6;6;6;6;6;6;8;8;9;9
"260330 CALCADO";2;2;2;2;2;2;2;2;2;2;2;2
"260345 CAMARAGIBE";68;68;68;67;72;72;72;72;74;74;74;74
"260350 CAMOCIM DE SAO FELIX";8;8;8;8;8;8;8;8;8;8;8;8
"260370 CANHOTINHO";1;1;1;1;1;1;1;1;1;1;1;1
"260380 CAPOEIRAS";5;5;5;5;5;5;5;5;5;5;5;5
"260392 CARNAUBEIRA DA PENHA";1;1;1;1;1;1;1;1;1;1;1;1
"260400 CARPINA";90;90;90;90;90;90;90;90;90;90;90;90
"260410 CARUARU";638;634;645;651;656;660;690;702;712;713;713;712
"260415 CASINHAS";1;1;1;1;1;1;1;1;1;1;1;-
"260420 CATENDE";8;8;10;12;12;12;12;13;13;13;13;13
"260440 CHA DE ALEGRIA";1;1;1;1;1;1;1;1;1;1;1;1
"260450 CHA GRANDE";4;4;4;4;4;4;4;4;3;3;3;3
"260460 CONDADO";1;1;1;1;1;1;1;1;1;1;1;1
"260470 CORRENTES";-;-;-;-;1;1;1;1;1;1;1;1
"260480 CORTES";6;6;6;6;6;6;6;6;6;6;6;6
"260490 CUMARU";6;6;6;6;6;6;6;6;6;6;6;6
"260500 CUPIRA";9;9;9;9;9;9;9;9;9;9;9;9
"260510 CUSTODIA";7;7;7;7;7;7;7;7;7;7;7;7
"260515 DORMENTES";11;11;11;11;11;11;11;11;11;11;11;11
"260520 ESCADA";39;42;42;47;47;47;47;48;48;48;48;48
"260530 EXU";3;3;3;3;3;3;3;3;3;3;3;3
"260540 FEIRA NOVA";1;1;1;1;2;2;2;2;2;2;2;2
"260545 FERNANDO DE NORONHA";4;4;4;4;4;4;4;4;4;4;4;4
"260550 FERREIROS";2;2;2;2;2;2;2;2;2;2;2;2
"260560 FLORES";2;2;2;2;2;2;2;2;2;2;2;2
"260570 FLORESTA";9;9;9;9;9;9;9;9;9;9;9;9
"260590 GAMELEIRA";10;10;10;10;10;10;10;10;10;11;12;12
"260600 GARANHUNS";143;142;142;142;144;146;146;148;149;151;151;151
"260610 GLORIA DO GOITA";4;4;4;4;4;4;4;4;4;4;4;4
"260620 GOIANA";37;41;41;41;49;49;49;49;49;49;49;49
"260630 GRANITO";2;2;2;2;2;2;2;2;2;2;2;2
"260640 GRAVATA";68;68;69;69;69;69;71;75;76;77;77;77
"260660 IBIMIRIM";8;8;8;8;8;8;8;8;8;9;9;9
"260670 IBIRAJUBA";4;4;4;4;4;4;4;4;4;4;4;4
"260680 IGARASSU";66;66;68;68;68;70;71;71;71;71;69;69
"260690 IGUARACY";2;2;2;2;2;2;2;2;2;2;2;2
"260700 INAJA";3;3;3;3;3;3;3;3;3;3;3;3
"260720 IPOJUCA";26;26;26;26;26;28;28;28;28;28;28;28
"260730 IPUBI";2;2;2;2;2;2;2;2;2;2;2;2
"260740 ITACURUBA";4;4;4;4;4;4;4;4;4;-;-;-
"260750 ITAIBA";-;-;-;3;3;3;3;3;3;3;3;3
"260760 ILHA DE ITAMARACA";10;10;10;10;10;10;10;10;10;10;10;10
"260765 ITAMBE";12;12;12;12;12;12;12;12;12;12;12;12
"260770 ITAPETIM";1;1;1;1;1;1;1;1;1;1;1;1
"260775 ITAPISSUMA";10;10;10;10;10;10;10;10;10;10;10;10
"260780 ITAQUITINGA";-;-;3;3;3;3;3;3;3;3;3;3
"260790 JABOATAO DOS GUARARAPES";233;233;236;236;238;238;238;238;238;238;238;238
"260795 JAQUEIRA";-;-;1;1;1;1;1;1;1;1;1;1
"260800 JATAUBA";3;3;3;3;3;3;3;3;3;3;3;3
"260805 JATOBA";-;-;-;-;-;-;-;-;4;4;4;4
"260810 JOAO ALFREDO";2;2;2;2;2;2;2;2;2;2;2;2
"260820 JOAQUIM NABUCO";3;3;3;3;3;3;3;3;3;3;3;3
"260825 JUCATI";3;3;3;3;3;3;3;3;3;3;3;3
"260830 JUPI";-;-;-;-;-;-;-;-;-;1;1;1
"260840 JUREMA";3;3;3;3;3;3;3;3;3;3;3;3
"260845 LAGOA DO CARRO";6;6;6;6;6;6;6;6;6;6;6;6
"260850 LAGOA DE ITAENGA";4;4;4;4;4;4;4;4;4;4;4;4
"260870 LAGOA DOS GATOS";3;3;3;3;3;3;3;3;3;3;3;3
"260875 LAGOA GRANDE";3;3;3;3;3;3;3;3;3;3;3;3
"260880 LAJEDO";7;7;7;7;6;6;6;6;6;6;6;6
"260890 LIMOEIRO";102;102;109;109;103;103;108;108;108;109;110;109
"260900 MACAPARANA";2;2;2;2;2;2;2;2;2;2;2;2
"260910 MACHADOS";1;1;1;1;1;1;1;1;1;1;1;1
"260915 MANARI";3;3;3;3;3;3;3;3;3;3;3;3
"260930 MIRANDIBA";2;2;2;2;2;2;2;2;2;2;2;2
"260940 MORENO";21;21;21;21;21;21;21;21;21;21;21;21
"260950 NAZARE DA MATA";5;5;5;5;5;5;5;5;5;5;5;5
"260960 OLINDA";174;174;172;171;171;173;173;173;173;174;174;174
"260970 OROBO";5;5;5;5;5;5;5;5;5;5;5;5
"260980 OROCO";1;1;1;1;1;1;1;1;1;1;1;1
"260990 OURICURI";35;35;35;35;34;34;34;34;34;34;34;34
"261000 PALMARES";106;106;106;106;106;106;106;116;116;116;117;117
"261020 PANELAS";12;13;13;13;13;13;13;13;13;13;13;13
"261030 PARANATAMA";1;1;1;1;1;1;1;1;1;1;1;1
"261040 PARNAMIRIM";6;6;6;6;6;6;6;6;6;6;6;6
"261060 PAUDALHO";13;13;13;13;13;13;13;13;13;13;13;13
"261070 PAULISTA";150;150;150;150;151;155;155;158;158;158;158;158
"261080 PEDRA";5;5;7;7;7;7;7;7;7;7;7;7
"261090 PESQUEIRA";28;28;28;29;29;30;30;30;30;30;30;31
"261100 PETROLANDIA";26;26;26;26;26;26;26;26;26;26;26;26
"261110 PETROLINA";322;329;331;334;345;346;351;353;366;375;392;417
"261120 POCAO";2;2;2;2;2;2;2;2;2;2;2;2
"261130 POMBOS";3;3;3;3;3;3;3;3;3;3;3;3
"261140 PRIMAVERA";2;2;2;2;2;2;2;2;2;2;3;3
"261150 QUIPAPA";2;2;2;2;2;2;2;2;2;2;2;2
"261153 QUIXABA";4;4;4;4;4;4;4;4;4;4;4;4
"261160 RECIFE";2631;2664;2696;2758;2839;2883;2940;2956;2965;2980;2994;2999
"261170 RIACHO DAS ALMAS";1;1;1;1;1;1;1;1;1;1;1;1
"261180 RIBEIRAO";4;4;4;4;4;4;4;4;4;4;4;4
"261190 RIO FORMOSO";7;7;7;5;5;5;5;5;5;5;6;6
"261200 SAIRE";6;6;6;6;6;7;7;7;7;7;7;7
"261220 SALGUEIRO";73;73;71;72;78;78;78;77;77;77;77;77
"261230 SALOA";5;5;5;5;5;5;5;5;5;5;5;5
"261240 SANHARO";4;4;4;4;4;5;5;5;5;5;5;5
"261245 SANTA CRUZ";6;6;6;6;6;6;6;6;6;6;6;6
"261247 SANTA CRUZ DA BAIXA VERDE";1;1;1;1;1;1;1;1;1;1;1;1
"261250 SANTA CRUZ DO CAPIBARIBE";71;71;71;72;72;73;74;76;76;76;79;79
"261255 SANTA FILOMENA";1;1;1;1;1;1;1;1;1;1;1;1
"261260 SANTA MARIA DA BOA VISTA";2;2;2;2;2;2;2;2;3;3;3;3
"261290 SAO BENEDITO DO SUL";4;4;4;4;4;4;4;4;4;4;4;4
"261300 SAO BENTO DO UNA";33;33;33;34;34;34;34;34;34;34;34;34
"261310 SAO CAITANO";4;4;4;4;4;4;4;4;4;4;4;4
"261320 SAO JOAO";5;5;5;5;5;5;5;5;5;5;5;5
"261330 SAO JOAQUIM DO MONTE";7;7;7;7;7;7;7;7;7;7;7;7
"261340 SAO JOSE DA COROA GRANDE";10;10;10;10;10;11;11;11;11;11;11;11
"261350 SAO JOSE DO BELMONTE";5;5;5;5;5;5;5;5;5;5;5;5
"261360 SAO JOSE DO EGITO";20;20;20;20;20;20;20;20;20;20;20;20
"261370 SAO LOURENCO DA MATA";23;24;24;24;24;26;26;27;27;27;27;26
"261390 SERRA TALHADA";69;73;73;73;73;73;73;73;73;75;75;76
"261400 SERRITA";3;3;3;3;3;3;3;3;3;3;3;3
"261410 SERTANIA";19;19;19;19;19;19;19;19;19;19;19;17
"261420 SIRINHAEM";4;4;4;4;5;5;5;5;5;5;6;6
"261430 MOREILANDIA";5;5;5;5;5;5;5;5;5;5;5;5
"261440 SOLIDAO";1;1;1;1;1;1;1;1;1;1;1;1
"261450 SURUBIM";20;20;20;20;20;20;20;20;20;20;20;20
"261460 TABIRA";5;5;5;5;5;5;5;5;5;5;5;5
"261470 TACAIMBO";2;2;2;2;2;2;2;2;2;2;2;2
"261480 TACARATU";3;3;3;3;3;3;3;3;3;3;3;3
"261485 TAMANDARE";3;3;3;4;4;4;5;5;5;5;5;5
"261500 TAQUARITINGA DO NORTE";3;4;4;4;4;4;4;4;4;4;4;4
"261530 TIMBAUBA";8;11;15;15;15;15;15;15;15;15;15;15
"261540 TORITAMA";8;8;8;8;8;9;9;9;9;9;9;9
"261560 TRINDADE";21;21;21;21;21;21;22;22;22;22;22;22
"261570 TRIUNFO";3;3;3;3;3;3;3;3;3;3;3;3
"261580 TUPANATINGA";3;3;3;3;3;3;3;3;3;3;3;3
"261590 TUPARETAMA";3;3;3;3;3;3;3;3;3;3;3;3
"261600 VENTUROSA";20;20;20;20;20;20;20;20;20;20;20;20
"261618 VERTENTE DO LERIO";2;2;2;2;2;2;2;2;2;2;2;2
"261620 VERTENTES";9;9;10;10;15;15;15;15;15;15;15;15
"261630 VICENCIA";4;4;4;4;4;4;4;4;4;4;4;4
"261640 VITORIA DE SANTO ANTAO";142;142;142;142;142;146;149;152;152;152;152;152
"261650 XEXEU";1;1;1;1;1;1;1;1;1;1;1;1
"270010 AGUA BRANCA";2;2;2;2;2;2;2;2;2;2;2;2
"270020 ANADIA";1;1;1;1;1;1;1;1;1;1;1;1
"270030 ARAPIRACA";166;172;172;172;174;174;172;168;166;173;174;174
"270040 ATALAIA";11;11;11;11;11;11;11;11;10;10;10;10
"270050 BARRA DE SANTO ANTONIO";1;1;1;1;1;1;1;1;1;1;1;1
"270060 BARRA DE SAO MIGUEL";1;1;1;1;1;1;1;1;1;1;1;1
"270070 BATALHA";9;9;9;9;9;9;9;9;9;9;9;9
"270080 BELEM";2;2;2;2;2;2;2;2;2;2;2;2
"270100 BOCA DA MATA";5;5;5;5;5;5;5;5;5;5;5;5
"270120 CACIMBINHAS";1;1;1;1;3;3;3;3;3;3;3;3
"270130 CAJUEIRO";1;1;1;1;1;-;-;-;-;-;-;-
"270135 CAMPESTRE";3;3;3;3;3;3;3;3;3;3;3;3
"270140 CAMPO ALEGRE";6;6;6;6;6;6;7;7;7;7;7;7
"270150 CAMPO GRANDE";3;3;3;3;3;3;3;3;3;3;3;3
"270160 CANAPI";1;1;1;1;1;1;1;1;1;1;1;1
"270170 CAPELA";14;14;14;14;14;14;14;12;12;12;12;12
"270180 CARNEIROS";1;1;1;1;1;1;1;1;1;1;1;1
"270190 CHA PRETA";1;1;1;1;1;1;1;1;1;1;1;1
"270200 COITE DO NOIA";9;9;9;9;9;9;9;9;9;9;9;9
"270210 COLONIA LEOPOLDINA";10;10;10;10;10;10;10;10;10;10;10;10
"270220 COQUEIRO SECO";2;2;2;2;2;2;2;2;2;2;2;2
"270230 CORURIPE";29;29;29;29;29;29;29;32;38;38;38;38
"270235 CRAIBAS";3;3;3;3;3;3;3;3;3;3;3;3
"270240 DELMIRO GOUVEIA";31;31;31;31;31;31;31;31;31;31;31;31
"270255 ESTRELA DE ALAGOAS";2;2;2;2;2;2;2;2;2;2;2;2
"270260 FEIRA GRANDE";3;3;3;3;3;3;3;3;3;3;3;3
"270280 FLEXEIRAS";2;2;2;3;3;3;3;3;3;3;3;3
"270290 GIRAU DO PONCIANO";9;9;9;9;9;9;12;12;12;12;12;12
"270300 IBATEGUARA";1;1;1;1;1;1;1;1;1;1;1;1
"270310 IGACI";4;4;4;4;4;4;4;4;4;4;4;4
"270320 IGREJA NOVA";5;5;5;5;5;5;5;5;5;5;5;5
"270330 INHAPI";1;1;1;1;1;1;1;1;1;1;1;1
"270360 JAPARATINGA";1;1;1;1;1;1;1;1;1;1;1;1
"270375 JEQUIA DA PRAIA";2;2;2;2;2;2;2;2;2;2;2;2
"270380 JOAQUIM GOMES";3;3;3;3;3;3;3;3;3;3;3;3
"270390 JUNDIA";1;1;1;1;1;1;1;1;1;1;1;1
"270400 JUNQUEIRO";4;4;4;4;4;4;4;4;4;4;4;4
"270410 LAGOA DA CANOA";2;2;2;2;2;2;2;2;2;2;2;2
"270420 LIMOEIRO DE ANADIA";1;1;1;1;1;1;1;1;1;1;1;1
"270430 MACEIO";1387;1387;1389;1390;1397;1396;1396;1397;1403;1415;1418;1419
"270440 MAJOR ISIDORO";5;5;5;5;5;5;5;5;5;5;5;5
"270450 MARAGOGI";6;6;6;6;6;6;6;6;6;6;5;5
"270470 MARECHAL DEODORO";8;8;8;8;8;8;11;11;11;11;11;11
"270480 MARIBONDO";12;12;12;12;12;12;12;12;12;12;12;12
"270500 MATA GRANDE";5;5;5;5;5;5;5;5;5;5;5;5
"270510 MATRIZ DE CAMARAGIBE";5;5;5;5;5;5;5;5;5;5;5;5
"270520 MESSIAS";3;3;3;3;3;3;3;3;3;3;3;3
"270540 MONTEIROPOLIS";2;2;2;2;2;2;2;2;2;2;2;2
"270550 MURICI";9;9;9;9;9;9;9;9;9;9;9;9
"270560 NOVO LINO";12;12;12;12;12;12;12;12;12;12;12;12
"270570 OLHO D'AGUA DAS FLORES";12;12;12;12;12;14;14;14;14;14;14;14
"270580 OLHO D'AGUA DO CASADO";1;1;1;1;1;1;1;1;1;1;1;1
"270610 OURO BRANCO";3;3;3;3;3;3;3;3;3;3;3;3
"270620 PALESTINA";2;2;2;2;2;2;2;2;2;2;2;2
"270630 PALMEIRA DOS INDIOS";87;88;88;88;89;88;88;88;90;90;90;90
"270640 PAO DE ACUCAR";8;8;8;8;8;8;8;8;8;8;8;8
"270642 PARICONHA";5;5;5;5;5;5;5;5;5;5;5;5
"270644 PARIPUEIRA";10;10;10;10;10;10;10;10;10;10;10;10
"270650 PASSO DE CAMARAGIBE";4;4;4;4;4;4;4;3;3;3;3;3
"270670 PENEDO";61;61;61;61;61;61;61;61;61;61;61;61
"270680 PIACABUCU";4;4;4;4;4;4;4;4;4;4;4;4
"270690 PILAR";9;9;9;9;9;9;9;9;9;9;9;9
"270710 PIRANHAS";14;14;14;14;14;14;14;14;14;14;14;14
"270720 POCO DAS TRINCHEIRAS";1;1;1;3;3;3;3;3;3;3;3;3
"270730 PORTO CALVO";6;6;6;6;6;6;6;6;6;6;6;6
"270740 PORTO DE PEDRAS";1;1;1;1;1;1;1;1;1;1;1;1
"270750 PORTO REAL DO COLEGIO";1;1;1;1;2;2;2;2;2;2;2;2
"270760 QUEBRANGULO";7;7;7;7;7;9;9;9;9;9;9;9
"270770 RIO LARGO";7;7;7;7;7;7;7;7;7;7;7;7
"270780 ROTEIRO";2;2;2;2;2;2;2;2;2;2;2;2
"270800 SANTANA DO IPANEMA";40;40;40;41;41;41;41;41;41;41;41;41
"270810 SANTANA DO MUNDAU";1;1;1;1;1;1;1;1;1;1;1;1
"270830 SAO JOSE DA LAJE";2;2;2;2;2;2;2;2;2;2;2;2
"270840 SAO JOSE DA TAPERA";4;4;4;5;5;5;5;8;8;8;8;8
"270850 SAO LUIS DO QUITUNDE";6;6;6;6;6;6;6;6;6;6;6;6
"270860 SAO MIGUEL DOS CAMPOS";24;24;24;24;24;24;24;24;24;24;26;26
"270880 SAO SEBASTIAO";6;6;6;6;6;6;6;6;6;5;5;5
"270890 SATUBA";28;28;28;28;28;28;28;28;27;27;27;27
"270895 SENADOR RUI PALMEIRA";2;2;2;3;3;3;3;3;3;3;3;3
"270910 TAQUARANA";11;11;11;11;11;11;11;11;11;11;11;11
"270915 TEOTONIO VILELA";14;14;14;14;14;14;14;14;14;14;14;14
"270920 TRAIPU";7;7;7;7;7;7;7;7;7;7;7;7
"270930 UNIAO DOS PALMARES";32;32;32;32;32;32;32;32;32;32;32;32
"270940 VICOSA";2;2;2;2;2;2;2;2;2;2;2;2
"280020 AQUIDABA";2;2;2;2;2;2;2;2;2;2;2;2
"280030 ARACAJU";2403;2404;2404;2410;2423;2431;2438;2445;2462;2466;2477;2507
"280050 AREIA BRANCA";5;5;5;5;5;5;5;5;5;5;5;5
"280060 BARRA DOS COQUEIROS";20;20;20;20;20;20;20;20;20;20;20;20
"280067 BOQUIM";8;8;8;8;8;8;8;8;8;8;8;8
"280100 CAMPO DO BRITO";3;3;3;3;3;3;3;3;3;3;3;3
"280120 CANINDE DE SAO FRANCISCO";18;18;18;18;18;18;18;18;18;18;18;18
"280130 CAPELA";2;2;2;2;2;2;2;2;2;2;2;2
"280140 CARIRA";1;1;1;1;1;1;1;1;1;1;1;1
"280150 CARMOPOLIS";2;2;2;2;2;2;2;2;2;2;2;2
"280160 CEDRO DE SAO JOAO";8;8;8;8;8;8;8;8;8;8;8;8
"280170 CRISTINAPOLIS";5;5;5;5;5;5;5;5;5;5;5;5
"280190 CUMBE";1;1;1;1;1;1;1;1;1;1;1;1
"280210 ESTANCIA";65;65;65;65;65;65;65;65;67;67;67;67
"280230 FREI PAULO";1;1;1;1;1;1;1;1;1;1;1;1
"280250 GENERAL MAYNARD";2;2;2;2;2;2;2;2;2;2;2;2
"280270 ILHA DAS FLORES";1;1;1;1;1;1;1;1;1;1;1;1
"280290 ITABAIANA";72;78;78;84;91;95;98;98;99;99;99;99
"280300 ITABAIANINHA";4;4;4;5;5;5;5;5;5;5;5;5
"280320 ITAPORANGA D'AJUDA";14;14;14;14;14;14;14;14;14;14;14;14
"280330 JAPARATUBA";3;3;3;4;4;4;4;4;4;4;4;4
"280350 LAGARTO";98;98;101;102;115;115;115;124;128;129;129;129
"280360 LARANJEIRAS";8;8;8;8;8;8;8;8;8;8;8;8
"280400 MARUIM";4;4;4;4;4;4;4;4;4;4;4;4
"280410 MOITA BONITA";7;7;7;7;7;7;7;7;7;7;7;7
"280440 NEOPOLIS";3;3;3;3;3;3;3;3;3;3;3;3
"280450 NOSSA SENHORA DA GLORIA";28;28;28;28;28;28;28;28;28;28;28;28
"280460 NOSSA SENHORA DAS DORES";9;9;9;9;9;9;9;9;9;9;9;9
"280480 NOSSA SENHORA DO SOCORRO";82;82;84;84;85;85;85;85;88;88;88;88
"280500 PEDRA MOLE";2;2;2;2;2;2;2;2;2;2;2;2
"280520 PINHAO";4;4;4;4;4;2;2;2;2;2;2;2
"280530 PIRAMBU";-;-;1;1;1;1;1;1;1;1;1;1
"280550 POCO VERDE";1;1;1;1;1;1;1;1;1;1;1;1
"280560 PORTO DA FOLHA";4;4;4;4;4;4;4;4;4;4;4;4
"280570 PROPRIA";18;18;18;18;18;18;18;23;23;23;23;23
"280580 RIACHAO DO DANTAS";4;4;4;4;4;4;4;4;4;4;4;4
"280590 RIACHUELO";1;1;1;1;1;1;1;1;1;1;1;1
"280600 RIBEIROPOLIS";6;6;6;6;6;6;6;6;6;6;6;6
"280620 SALGADO";5;5;5;5;5;5;5;5;5;5;5;5
"280630 SANTA LUZIA DO ITANHY";3;3;3;3;3;3;3;3;3;3;3;3
"280640 SANTANA DO SAO FRANCISCO";1;1;1;1;1;1;1;1;1;1;1;1
"280670 SAO CRISTOVAO";9;9;9;9;9;9;9;9;9;9;9;9
"280680 SAO DOMINGOS";2;4;4;4;4;4;4;4;4;4;4;4
"280710 SIMAO DIAS";15;15;15;15;15;15;15;15;15;15;15;15
"280730 TELHA";1;1;1;1;1;1;1;1;1;1;1;1
"280740 TOBIAS BARRETO";8;8;8;8;8;8;8;8;8;8;8;8
"280760 UMBAUBA";11;11;11;11;11;11;11;11;11;11;11;11
"290010 ABAIRA";1;1;1;1;1;1;1;1;1;1;1;1
"290020 ABARE";1;1;1;1;1;1;1;1;1;1;1;1
"290040 AGUA FRIA";3;3;3;3;3;3;3;3;3;3;3;3
"290070 ALAGOINHAS";198;198;197;194;207;207;207;212;213;213;213;213
"290080 ALCOBACA";1;1;1;1;1;1;1;1;1;1;1;1
"290100 AMARGOSA";18;18;18;18;18;18;18;18;18;18;18;18
"290115 AMERICA DOURADA";1;1;1;1;1;2;2;2;2;2;2;2
"290120 ANAGE";2;2;2;2;2;2;2;2;2;2;2;2
"290130 ANDARAI";3;3;3;3;3;3;3;3;3;3;3;3
"290135 ANDORINHA";4;4;4;4;4;4;4;4;4;6;6;6
"290140 ANGICAL";1;1;1;1;1;1;1;1;1;1;1;1
"290150 ANGUERA";-;-;1;1;1;1;2;2;2;2;1;1
"290160 ANTAS";5;5;5;7;7;7;7;7;7;7;7;7
"290190 APORA";3;3;3;3;3;3;3;3;3;3;3;3
"290195 APUAREMA";2;2;2;2;2;2;2;2;2;2;2;2
"290200 ARACATU";3;3;3;3;3;3;3;3;3;5;5;5
"290205 ARACAS";1;1;1;1;1;1;1;1;1;1;1;1
"290210 ARACI";18;18;18;20;20;19;19;19;19;19;19;19
"290220 ARAMARI";2;2;2;2;2;2;2;2;2;2;2;2
"290225 ARATACA";3;3;3;3;3;3;3;3;3;3;3;3
"290230 ARATUIPE";2;2;2;2;2;2;2;2;2;2;2;2
"290240 AURELINO LEAL";3;3;3;3;3;3;3;3;3;3;3;3
"290250 BAIANOPOLIS";1;1;1;1;1;1;1;1;1;1;1;1
"290260 BAIXA GRANDE";18;18;18;18;18;18;18;18;18;18;18;18
"290265 BANZAE";3;3;3;3;3;3;3;3;3;3;3;3
"290270 BARRA";8;8;8;8;8;8;8;8;8;8;8;8
"290280 BARRA DA ESTIVA";14;14;15;15;15;15;15;15;15;15;15;15
"290290 BARRA DO CHOCA";24;24;24;24;24;24;24;24;24;24;24;24
"290300 BARRA DO MENDES";3;3;3;3;3;3;3;4;4;4;4;4
"290310 BARRA DO ROCHA";5;5;5;5;5;5;5;5;5;5;5;5
"290320 BARREIRAS";236;236;236;237;237;242;246;250;250;251;248;248
"290323 BARRO ALTO";3;3;3;3;3;3;3;3;3;3;3;3
"290327 BARROCAS";4;4;4;4;4;4;4;4;4;4;4;4
"290340 BELMONTE";18;18;18;18;18;18;18;18;18;18;18;18
"290350 BELO CAMPO";1;1;1;1;1;1;1;1;1;1;1;1
"290360 BIRITINGA";2;2;2;2;2;2;2;2;2;3;3;3
"290370 BOA NOVA";2;2;2;2;2;2;2;2;2;2;2;2
"290380 BOA VISTA DO TUPIM";5;5;5;5;5;5;5;5;5;5;5;5
"290390 BOM JESUS DA LAPA";46;48;48;47;47;47;47;47;47;47;47;47
"290395 BOM JESUS DA SERRA";3;3;3;3;3;3;3;3;3;3;3;3
"290400 BONINAL";2;2;2;2;2;2;2;2;2;2;2;2
"290405 BONITO";8;8;8;8;8;8;9;9;9;9;9;9
"290410 BOQUIRA";2;2;2;2;2;2;2;2;2;2;2;2
"290420 BOTUPORA";1;1;1;1;1;1;1;1;1;1;1;1
"290440 BREJOLANDIA";2;2;2;2;2;2;2;2;2;2;2;2
"290450 BROTAS DE MACAUBAS";1;1;1;1;1;1;1;1;1;1;1;1
"290460 BRUMADO";116;116;116;118;118;118;118;118;118;118;119;119
"290470 BUERAREMA";1;1;1;1;2;2;2;2;2;2;2;2
"290475 BURITIRAMA";4;4;4;4;4;4;4;4;4;4;4;4
"290485 CABACEIRAS DO PARAGUACU";7;7;7;7;7;7;7;7;7;7;7;7
"290490 CACHOEIRA";30;30;30;30;29;29;29;29;29;29;29;29
"290500 CACULE";38;38;38;38;38;38;40;40;40;40;40;40
"290510 CAEM";1;1;1;1;1;1;1;1;1;1;1;1
"290515 CAETANOS";1;1;1;1;1;1;1;1;1;1;1;1
"290520 CAETITE";74;74;74;74;74;79;79;79;76;77;77;77
"290530 CAFARNAUM";6;6;6;6;6;6;6;6;6;6;6;6
"290550 CALDEIRAO GRANDE";3;3;3;3;3;3;3;3;3;3;3;3
