Municipio;2024/Jan;2024/Fev;2024/Mar;2024/Abr;2024/Mai;2024/Jun;2024/Jul;2024/Ago;2024/Set;2024/Out
260110 ARARIPINA;50;50;50;50;50;50;50;50;50;40
260120 ARCOVERDE;33;33;33;33;33;33;33;33;36;35
260140 BARREIROS;13;13;13;13;13;13;13;13;13;13
260160 BELEM DE SAO FRANCISCO;5;5;5;5;5;5;5;5;5;5
260190 BEZERROS;30;30;30;30;30;30;30;30;30;30
260260 BREJO DA MADRE DE DEUS;4;4;4;4;4;4;4;4;4;4
260290 CABO DE SANTO AGOSTINHO;50;50;50;50;50;50;50;50;50;50
260300 CABROBO;3;3;3;3;3;3;3;3;3;3
260400 CARPINA;2;2;2;2;2;2;2;2;2;2
260410 CARUARU;239;239;218;218;218;218;220;223;244;244
260440 CHA DE ALEGRIA;6;6;6;6;6;6;6;6;6;6
260450 CHA GRANDE;10;10;10;10;10;10;10;10;10;10
260460 CONDADO;1;1;1;1;1;1;1;1;1;1
260480 CORTES;5;5;5;5;5;5;5;5;5;5
260510 CUSTODIA;3;3;3;3;3;3;3;3;3;3
260520 ESCADA;10;10;10;8;8;8;8;8;8;8
260570 FLORESTA;4;4;4;4;4;4;4;4;4;4
260600 GARANHUNS;55;55;55;55;55;55;55;55;55;55
260620 GOIANA;20;20;20;20;20;20;21;21;21;21
260630 GRANITO;2;2;2;2;2;2;2;2;2;2
260640 GRAVATA;10;10;10;10;10;10;10;10;10;10
260650 IATI;1;1;1;1;1;1;1;1;1;1
260700 INAJA;1;1;1;1;1;1;1;1;1;1
260790 JABOATAO DOS GUARARAPES;124;124;124;124;124;124;124;124;124;124
260805 JATOBA;-;-;-;-;-;-;-;-;1;1
260845 LAGOA DO CARRO;9;9;9;9;9;9;9;9;9;9
260890 LIMOEIRO;30;30;30;30;30;30;30;30;30;30
260900 MACAPARANA;4;4;4;4;4;4;4;4;4;4
260930 MIRANDIBA;8;8;8;8;8;8;8;8;8;8
260940 MORENO;20;20;20;20;20;20;20;20;20;20
260950 NAZARE DA MATA;1;1;1;1;1;1;1;1;1;1
260960 OLINDA;252;252;252;252;262;262;262;262;252;252
260980 OROCO;1;1;1;1;1;1;-;-;-;-
260990 OURICURI;30;30;30;30;30;30;30;30;30;30
261000 PALMARES;85;85;85;95;95;95;95;76;66;66
261060 PAUDALHO;2;2;2;2;2;2;2;2;2;2
261070 PAULISTA;78;78;78;78;78;78;78;78;78;78
261090 PESQUEIRA;11;11;11;11;11;11;11;11;11;11
261100 PETROLANDIA;2;2;2;2;2;2;2;2;2;2
261110 PETROLINA;183;183;183;183;190;190;190;190;190;190
261130 POMBOS;3;3;3;3;3;3;3;3;3;3
261160 RECIFE;1952;1952;1952;1952;1963;1947;1941;1898;1899;1895
261170 RIACHO DAS ALMAS;1;1;1;1;1;1;1;1;1;1
261210 SALGADINHO;5;5;5;5;5;5;5;5;5;5
261220 SALGUEIRO;37;37;37;37;37;37;37;37;37;37
261245 SANTA CRUZ;9;9;9;9;9;9;9;9;9;9
261247 SANTA CRUZ DA BAIXA VERDE;1;1;1;1;1;1;1;1;1;1
261260 SANTA MARIA DA BOA VISTA;3;3;3;3;3;3;3;3;3;3
261370 SAO LOURENCO DA MATA;25;25;25;25;25;25;25;25;25;25
261380 SAO VICENTE FERRER;2;2;2;2;2;2;2;2;2;2
261390 SERRA TALHADA;60;60;60;70;70;70;70;69;69;69
261410 SERTANIA;1;1;1;1;1;1;1;1;1;1
261620 VERTENTES;2;2;2;2;2;2;2;2;2;2
261640 VITORIA DE SANTO ANTAO;40;40;40;30;30;30;30;30;30;30
270030 ARAPIRACA;161;161;161;161;161;161;161;152;152;152
270130 CAJUEIRO;1;1;1;1;1;1;1;1;1;1
270230 CORURIPE;48;48;48;48;48;48;48;48;48;48
270240 DELMIRO GOUVEIA;31;31;31;31;31;31;31;31;31;31
270400 JUNQUEIRO;1;1;1;1;1;1;1;1;1;1
270430 MACEIO;551;594;595;595;595;569;569;610;610;610
270440 MAJOR ISIDORO;1;1;1;1;1;1;1;1;1;1
270630 PALMEIRA DOS INDIOS;21;21;21;21;21;21;21;21;21;21
270670 PENEDO;11;11;11;11;11;11;11;11;11;11
270730 PORTO CALVO;25;25;25;25;25;25;25;25;25;25
270770 RIO LARGO;8;8;8;8;8;8;8;8;8;8
270800 SANTANA DO IPANEMA;35;35;35;35;35;35;35;35;35;35
270840 SAO JOSE DA TAPERA;2;2;2;2;2;2;2;2;2;2
270850 SAO LUIS DO QUITUNDE;2;2;2;2;2;2;2;2;2;2
270860 SAO MIGUEL DOS CAMPOS;39;39;39;39;39;39;39;39;39;39
270930 UNIAO DOS PALMARES;20;32;32;32;32;32;32;32;32;32
280030 ARACAJU;574;575;575;575;581;596;603;603;603;595
280130 CAPELA;4;4;4;4;4;4;4;4;4;4
280210 ESTANCIA;12;12;12;12;12;12;12;12;12;12
280290 ITABAIANA;27;27;27;27;27;27;27;27;27;27
280300 ITABAIANINHA;2;2;2;2;2;2;2;2;2;2
280340 JAPOATA;1;1;1;1;1;1;1;1;1;1
280350 LAGARTO;34;34;34;34;34;34;34;34;34;34
280450 NOSSA SENHORA DA GLORIA;2;2;2;2;2;2;2;2;2;2
280480 NOSSA SENHORA DO SOCORRO;2;2;2;2;2;2;2;2;2;2
280540 POCO REDONDO;1;1;1;1;1;1;1;1;1;1
280570 PROPRIA;4;-;-;-;-;-;-;-;-;-
280590 RIACHUELO;1;1;1;1;1;1;1;1;1;1
280670 SAO CRISTOVAO;1;1;1;1;1;1;1;1;1;1
290010 ABAIRA;1;1;1;1;1;1;1;1;1;1
290020 ABARE;2;2;2;2;2;2;2;2;2;2
290050 ERICO CARDOSO;1;1;1;1;1;1;1;1;1;1
290070 ALAGOINHAS;35;35;35;34;34;34;34;34;38;38
290100 AMARGOSA;1;1;1;1;1;1;1;1;1;1
290115 AMERICA DOURADA;-;-;-;-;-;-;1;1;1;1
290160 ANTAS;1;1;1;1;1;1;1;1;1;1
290270 BARRA;12;12;12;12;12;12;12;12;12;12
290290 BARRA DO CHOCA;1;1;1;1;1;1;1;1;1;1
290300 BARRA DO MENDES;4;4;4;4;4;4;4;4;4;4
290320 BARREIRAS;103;103;103;103;103;103;103;103;123;123
290327 BARROCAS;1;1;1;1;1;1;1;1;1;1
290340 BELMONTE;1;1;1;1;1;1;1;1;1;1
290390 BOM JESUS DA LAPA;40;40;40;40;40;40;40;40;40;40
290450 BROTAS DE MACAUBAS;1;1;1;1;1;1;1;1;1;1
290460 BRUMADO;20;20;20;20;20;20;20;20;20;20
290490 CACHOEIRA;11;11;11;11;11;11;11;11;11;11
290510 CAEM;2;2;2;2;2;2;2;2;2;2
290520 CAETITE;23;23;23;23;23;23;23;23;23;23
290550 CALDEIRAO GRANDE;1;1;1;1;1;1;1;1;1;1
290570 CAMACARI;94;94;94;94;94;94;94;94;105;105
290590 CAMPO ALEGRE DE LOURDES;1;1;1;1;1;1;1;1;1;1
290600 CAMPO FORMOSO;25;25;25;25;25;25;25;25;25;36
290650 CANDEIAS;20;20;20;20;20;20;20;20;20;20
290680 CANSANCAO;6;6;6;6;6;6;6;6;6;6
290690 CARAVELAS;4;4;4;4;4;4;4;4;4;4
290750 CATU;11;11;11;11;11;11;11;11;11;11
290770 CHORROCHO;3;3;3;3;3;3;3;3;3;3
290810 COCOS;1;1;1;1;1;1;1;1;1;1
290840 CONCEICAO DO COITE;3;3;3;3;3;3;3;3;3;3
290850 CONCEICAO DO JACUIPE;6;6;6;6;6;6;6;6;6;6
290870 CONDEUBA;1;1;1;1;1;1;1;1;1;1
290910 CORIBE;7;7;7;7;7;7;7;7;7;7
290930 CORRENTINA;1;1;1;1;1;1;1;1;1;1
290940 COTEGIPE;2;2;2;2;2;2;2;2;2;2
290970 CRISTOPOLIS;1;1;1;1;1;1;1;1;1;1
290980 CRUZ DAS ALMAS;5;5;5;5;5;5;5;5;5;5
291010 DOM BASILIO;5;5;5;5;5;5;5;5;5;5
291040 ENCRUZILHADA;1;1;1;1;1;1;1;1;1;1
291070 EUCLIDES DA CUNHA;2;2;2;2;2;2;2;2;2;2
291072 EUNAPOLIS;51;51;51;51;51;51;51;51;51;51
291080 FEIRA DE SANTANA;356;356;367;367;378;378;381;403;403;403
291110 FORMOSA DO RIO PRETO;2;2;2;2;2;2;2;2;2;2
291120 GANDU;1;1;1;1;1;1;1;1;1;1
291130 GENTIO DO OURO;8;8;8;8;8;8;8;8;8;8
291140 GLORIA;-;-;-;-;-;2;2;2;2;2
291170 GUANAMBI;53;53;53;53;53;53;53;53;53;53
291190 IACU;11;11;11;11;11;11;11;11;11;11
291210 IBICARAI;3;3;3;3;3;3;3;3;3;3
291310 IBITITA;1;1;1;1;1;1;1;1;1;1
291340 IGAPORA;1;1;1;1;1;1;1;1;1;1
291360 ILHEUS;118;118;118;118;118;118;118;118;118;118
291390 IPIAU;9;9;9;9;9;9;9;9;9;9
291400 IPIRA;2;2;2;2;2;2;2;2;2;2
291440 IRAQUARA;2;2;2;2;2;2;2;2;2;2
291450 IRARA;1;1;1;1;1;1;1;1;1;1
291460 IRECE;26;26;26;45;45;45;45;45;45;45
291465 ITABELA;3;3;3;3;3;3;3;3;3;3
291470 ITABERABA;47;47;47;47;47;47;47;47;47;47
291480 ITABUNA;115;115;114;114;114;114;114;114;114;114
291490 ITACARE;1;1;1;1;1;1;1;1;1;1
291530 ITAGIMIRIM;1;1;1;1;1;1;1;1;1;1
291560 ITAMARAJU;2;2;2;2;2;2;2;2;2;2
291600 ITANHEM;2;2;2;2;2;2;2;2;2;2
291640 ITAPETINGA;12;12;12;12;12;12;12;20;20;20
291670 ITAQUARA;1;1;1;1;1;1;1;1;1;1
291685 ITATIM;2;2;2;2;2;2;2;2;2;2
291720 ITUACU;4;4;4;4;4;4;4;4;4;4
291735 JABORANDI;1;1;1;1;1;1;1;1;1;1
291750 JACOBINA;10;10;10;10;10;10;10;10;10;10
291760 JAGUAQUARA;4;4;4;4;4;4;4;4;4;4
291800 JEQUIE;95;95;95;95;95;95;95;95;95;95
291840 JUAZEIRO;83;83;83;83;83;83;83;83;83;83
291845 JUCURUCU;1;1;1;1;1;1;1;1;1;1
291860 JUSSIAPE;2;2;2;2;2;2;2;2;2;2
291880 LAJE;1;1;1;1;1;1;1;1;1;1
291915 LAPAO;1;1;1;1;1;1;1;1;1;1
291920 LAURO DE FREITAS;111;111;111;111;111;94;94;94;94;94
291950 LIVRAMENTO DE NOSSA SENHORA;3;3;3;3;3;3;3;3;3;3
291955 LUIS EDUARDO MAGALHAES;23;23;23;46;57;57;80;80;80;80
291980 MACAUBAS;3;3;3;3;3;3;3;3;3;3
291990 MACURURE;1;1;1;1;1;1;1;1;1;1
291992 MADRE DE DEUS;2;2;2;2;2;2;2;2;2;2
292010 MAIRI;1;1;1;1;1;1;1;1;1;-
292020 MALHADA;1;1;1;1;1;1;1;1;1;1
292050 MARACAS;3;3;3;3;3;3;3;3;3;3
292100 MATA DE SAO JOAO;3;3;3;3;3;3;3;3;3;3
292110 MEDEIROS NETO;7;7;7;7;7;7;7;7;7;7
292120 MIGUEL CALMON;1;1;1;1;1;1;1;1;1;1
292130 MILAGRES;2;2;2;2;2;2;2;2;2;2
292170 MORRO DO CHAPEU;2;2;2;2;2;2;2;2;2;2
292200 MUCURI;2;2;2;2;2;2;2;2;2;2
292210 MUNDO NOVO;2;2;2;2;2;2;2;2;2;2
292270 NOVA CANAA;5;5;5;5;5;5;5;5;5;5
292300 NOVA VICOSA;3;3;3;3;3;3;3;3;3;3
292310 OLINDINA;2;2;2;2;2;1;1;1;1;1
292320 OLIVEIRA DOS BREJINHOS;1;1;1;1;1;1;1;1;1;1
292360 PARAMIRIM;1;1;1;1;1;1;1;1;1;1
292370 PARATINGA;1;1;1;1;1;1;1;1;1;1
292400 PAULO AFONSO;46;46;46;46;46;46;46;46;46;46
292450 PINDAI;1;1;1;1;1;1;1;1;1;1
292510 POCOES;2;2;2;2;2;2;2;2;2;2
292520 POJUCA;2;2;2;2;2;2;2;2;2;2
292530 PORTO SEGURO;59;59;59;59;59;59;59;59;59;59
292550 PRADO;8;8;8;8;8;8;8;8;1;1
292590 QUIJINGUE;1;1;1;1;1;1;1;1;1;1
292600 REMANSO;14;14;13;13;13;13;13;13;13;13
292630 RIACHAO DO JACUIPE;6;6;6;6;6;6;6;6;6;6
292640 RIACHO DE SANTANA;1;1;1;1;1;1;1;1;1;1
292660 RIBEIRA DO POMBAL;20;20;20;20;20;20;20;20;20;20
292690 RIO DO PIRES;1;1;1;1;1;1;1;1;1;1
292720 RUY BARBOSA;-;-;-;-;-;-;-;10;10;10
292740 SALVADOR;1922;1922;1922;1922;1907;1902;1902;1902;1957;1936
292770 SANTA CRUZ CABRALIA;3;3;3;3;3;3;3;3;3;3
292790 SANTA INES;1;1;1;1;1;1;1;1;1;1
292800 SANTALUZ;1;1;1;1;1;1;1;1;1;1
292810 SANTA MARIA DA VITORIA;3;3;3;3;3;3;3;3;3;3
292820 SANTANA;1;1;1;1;1;1;1;1;1;1
292860 SANTO AMARO;5;5;5;5;5;5;5;5;5;5
292870 SANTO ANTONIO DE JESUS;67;67;67;76;76;76;76;76;76;76
292880 SANTO ESTEVAO;4;4;4;4;4;4;4;4;4;4
292890 SAO DESIDERIO;1;1;1;1;1;1;1;1;1;1
292900 SAO FELIX;15;15;15;15;15;15;15;15;15;15
292920 SAO FRANCISCO DO CONDE;1;1;1;1;1;1;1;1;1;1
292930 SAO GONCALO DOS CAMPOS;2;2;2;2;2;2;2;2;2;2
292960 SAPEACU;1;1;1;1;1;1;1;1;1;1
292990 SEABRA;29;29;29;29;29;29;29;29;29;29
293010 SENHOR DO BONFIM;38;38;38;38;38;38;38;38;38;38
293015 SERRA DO RAMALHO;4;4;4;4;4;4;4;4;4;4
293030 SERRA DOURADA;6;6;6;6;6;6;6;6;6;6
293040 SERRA PRETA;1;1;1;1;1;1;1;1;1;1
293050 SERRINHA;18;18;18;8;8;8;8;8;8;6
293070 SIMOES FILHO;18;18;18;18;18;18;18;18;18;18
293075 SITIO DO MATO;2;2;2;2;2;2;2;2;2;2
293077 SOBRADINHO;2;2;2;2;2;2;2;2;2;2
293100 TANHACU;1;1;1;1;1;1;1;1;1;1
293105 TANQUE NOVO;-;2;2;2;2;2;2;2;1;1
293130 TAPIRAMUTA;1;1;1;1;1;1;1;1;1;1
293135 TEIXEIRA DE FREITAS;76;76;76;106;106;106;106;106;106;106
293150 TEOFILANDIA;1;1;1;1;1;1;1;1;1;1
293230 UBATA;2;2;2;2;2;2;2;2;2;2
293260 URANDI;2;2;2;2;2;2;2;2;2;2
293280 UTINGA;3;3;3;3;3;3;3;3;3;3
293290 VALENCA;10;10;10;10;10;10;10;10;10;10
293300 VALENTE;4;4;4;4;4;4;4;4;4;4
293325 VEREDA;1;1;1;1;1;1;1;1;1;1
293330 VITORIA DA CONQUISTA;231;231;231;231;231;231;231;231;231;231
293345 WANDERLEY;2;2;2;2;2;2;2;2;2;2
293360 XIQUE-XIQUE;6;6;6;6;6;6;6;6;6;6
310030 ABRE CAMPO;3;3;3;3;3;3;3;3;3;3
310120 AIURUOCA;10;10;10;10;10;10;10;10;10;10
310150 ALEM PARAIBA;12;12;12;12;12;12;12;12;12;12
310160 ALFENAS;95;95;95;95;95;95;95;95;95;95
310170 ALMENARA;14;14;14;14;14;14;14;14;14;14
310210 ALTO RIO DOCE;2;2;2;2;2;2;2;2;2;2
310270 CACHOEIRA DE PAJEU;2;2;2;2;2;2;2;2;2;2
310280 ANDRELANDIA;2;2;2;2;2;2;2;2;2;2
310340 ARACUAI;12;12;12;12;12;12;12;12;12;12
310350 ARAGUARI;127;127;127;127;127;127;127;127;127;127
310400 ARAXA;43;43;39;39;39;39;39;39;39;39
310420 ARCOS;-;-;-;-;-;-;-;-;10;10
310430 AREADO;1;1;1;1;1;1;1;1;1;1
310490 BAEPENDI;10;10;10;10;10;10;10;10;10;10
310540 BARAO DE COCAIS;1;1;1;1;1;1;1;1;1;1
310560 BARBACENA;87;87;87;87;87;87;87;81;81;81
310590 BARROSO;1;1;1;1;1;1;1;1;1;1
310620 BELO HORIZONTE;1917;1917;1929;1938;1938;1942;1943;2223;2226;2267
310670 BETIM;151;151;151;151;151;151;151;151;151;151
310710 BOA ESPERANCA;9;9;9;9;9;9;9;9;9;9
310740 BOM DESPACHO;10;10;10;10;10;10;10;10;10;10
310750 BOM JARDIM DE MINAS;1;1;1;1;1;1;1;1;1;1
310840 BOTELHOS;2;2;2;2;2;2;1;1;1;1
310860 BRASILIA DE MINAS;12;12;12;12;12;12;12;12;12;12
310900 BRUMADINHO;10;10;10;10;10;10;10;10;10;10
310990 CAETANOPOLIS;1;1;1;1;1;1;1;1;1;1
311000 CAETE;5;5;5;5;5;5;5;5;5;5
311070 CAMBUQUIRA;2;2;2;2;2;2;2;2;2;2
311120 CAMPO BELO;22;22;22;22;22;22;22;22;22;22
311150 CAMPOS ALTOS;1;1;1;1;1;1;1;1;1;1
311230 CAPELINHA;9;9;9;9;9;9;9;9;9;9
311300 CARAI;1;1;1;1;1;1;1;1;1;1
311320 CARANDAI;1;1;1;1;1;1;1;1;1;1
311330 CARANGOLA;41;41;41;41;41;41;41;41;41;41
311340 CARATINGA;71;71;71;71;77;77;77;77;77;77
311530 CATAGUASES;20;20;20;20;20;20;20;20;20;20
311550 CAXAMBU;2;2;2;2;2;2;2;2;2;2
311580 CENTRALINA;1;1;1;1;1;1;1;1;1;1
311800 CONGONHAS;11;11;11;11;11;11;11;11;11;11
311830 CONSELHEIRO LAFAIETE;22;22;22;22;22;25;25;25;25;25
311860 CONTAGEM;132;132;132;142;142;142;142;142;134;134
311940 CORONEL FABRICIANO;32;32;32;32;40;37;32;32;32;32
312090 CURVELO;40;40;40;40;40;40;38;38;38;38
312120 DELFINOPOLIS;1;1;1;1;1;1;1;1;1;1
312160 DIAMANTINA;63;63;63;63;65;65;65;65;65;65
312230 DIVINOPOLIS;96;120;120;120;120;120;120;120;120;120
312260 DOM JOAQUIM;1;1;1;1;1;1;1;1;1;1
312270 DOM SILVERIO;1;1;1;1;1;1;1;1;1;1
312390 ENTRE RIOS DE MINAS;3;3;3;3;3;3;3;3;3;3
312410 ESMERALDAS;1;1;1;1;1;1;1;1;1;1
312510 EXTREMA;10;10;10;10;10;10;10;10;10;10
312560 FELISBURGO;1;1;1;1;1;1;1;1;1;1
312610 FORMIGA;38;38;38;38;38;38;38;38;38;38
312770 GOVERNADOR VALADARES;165;165;165;163;163;153;153;151;151;151
312800 GUANHAES;12;12;12;12;12;12;12;12;12;12
312860 GUARDA-MOR;1;1;1;1;1;1;1;1;1;1
312870 GUAXUPE;10;10;10;10;10;10;10;10;10;10
312940 IBERTIOGA;1;1;1;1;1;1;1;1;1;1
312980 IBIRITE;18;18;18;18;18;18;18;18;18;18
313010 IGARAPE;1;1;1;1;1;1;1;1;1;1
313130 IPATINGA;132;132;132;132;132;150;150;150;150;150
313170 ITABIRA;45;45;45;45;45;45;45;45;45;45
313190 ITABIRITO;2;2;2;2;2;12;12;12;12;12
313210 ITACARAMBI;2;2;2;2;2;2;2;2;2;2
313240 ITAJUBA;54;54;54;50;50;50;50;50;50;50
313250 ITAMARANDIBA;3;3;3;3;3;3;3;3;3;3
313270 ITAMBACURI;2;2;2;2;2;2;2;2;2;2
313330 ITAOBIM;2;2;2;2;2;2;2;2;2;2
313350 ITAPECERICA;4;4;4;4;4;4;4;4;4;4
313380 ITAUNA;20;20;20;20;20;20;20;20;20;20
313420 ITUIUTABA;33;33;33;33;33;33;33;33;34;34
313440 ITURAMA;3;3;3;3;3;3;3;3;3;3
313510 JANAUBA;46;46;46;46;46;56;66;66;66;66
313520 JANUARIA;6;6;6;6;6;6;6;6;6;6
313540 JECEABA;1;1;1;1;1;1;1;1;1;1
313580 JEQUITINHONHA;18;18;18;18;2;18;56;56;56;56
313620 JOAO MONLEVADE;12;12;12;12;12;12;12;12;12;12
313630 JOAO PINHEIRO;11;11;11;11;11;11;11;11;11;11
313665 JUATUBA;1;1;1;1;1;1;1;1;1;1
313670 JUIZ DE FORA;437;437;437;465;473;473;473;473;473;473
313700 LADAINHA;3;3;3;3;3;3;3;3;3;3
313710 LAGAMAR;1;1;1;1;1;1;1;1;1;1
313720 LAGOA DA PRATA;12;12;12;12;12;12;12;12;12;12
313760 LAGOA SANTA;10;10;10;10;10;10;10;10;10;10
313770 LAJINHA;1;1;1;1;1;1;1;1;1;1
313790 LAMIM;1;1;1;1;1;1;1;1;1;1
313800 LARANJAL;1;1;1;1;1;1;1;1;1;1
313820 LAVRAS;48;48;48;48;48;48;48;48;48;48
313840 LEOPOLDINA;12;11;11;11;11;11;11;11;11;11
313900 MACHADO;10;10;10;10;10;10;10;11;11;10
313940 MANHUACU;37;37;37;37;37;37;37;37;37;37
313950 MANHUMIRIM;11;11;11;11;11;11;11;11;11;11
313980 MAR DE ESPANHA;1;1;1;1;1;1;1;1;1;1
314000 MARIANA;3;3;3;3;3;3;3;3;3;3
314090 MATIPO;3;3;3;3;3;3;3;3;3;3
314180 MINAS NOVAS;3;3;3;3;3;3;3;3;3;3
314260 MONSENHOR PAULO;1;1;1;1;1;1;1;1;1;1
314310 MONTE CARMELO;11;11;11;11;11;11;11;11;11;11
314330 MONTES CLAROS;196;205;205;205;242;242;242;242;242;222
314390 MURIAE;112;112;112;112;112;112;112;112;112;112
314400 MUTUM;1;1;1;1;1;1;1;1;1;1
314470 NOVA ERA;2;2;2;2;2;2;2;2;2;2
314480 NOVA LIMA;118;118;118;114;114;114;114;114;114;114
314500 NOVA PONTE;1;1;1;1;1;1;1;1;1;1
314520 NOVA SERRANA;-;-;-;-;-;2;2;2;2;2
314560 OLIVEIRA;20;20;20;20;20;20;20;20;20;20
314590 OURO BRANCO;10;10;10;10;10;10;10;10;10;10
314610 OURO PRETO;24;24;24;24;24;24;24;24;24;24
314630 PADRE PARAISO;2;2;2;2;2;2;2;2;2;2
314700 PARACATU;33;33;33;34;34;34;34;34;34;34
314710 PARA DE MINAS;20;20;20;20;20;30;30;30;30;30
314750 PASSABEM;4;4;4;4;4;4;4;4;4;4
314790 PASSOS;71;71;71;71;71;71;71;77;77;77
314800 PATOS DE MINAS;96;96;96;96;95;95;95;95;105;105
314810 PATROCINIO;34;34;34;34;34;34;34;34;34;34
314860 PECANHA;10;10;10;10;10;10;10;10;10;10
314870 PEDRA AZUL;1;1;1;1;1;1;1;1;1;1
315030 PIEDADE DO RIO GRANDE;2;2;2;2;2;2;2;2;2;2
315080 PIRANGA;2;2;2;2;2;2;2;2;2;2
315110 PIRAPETINGA;2;2;2;2;2;2;2;2;2;2
315120 PIRAPORA;22;22;22;22;22;22;22;22;22;22
315150 PIUMHI;10;10;10;10;10;10;10;10;10;10
315170 POCO FUNDO;10;10;10;10;10;10;10;10;10;10
315180 POCOS DE CALDAS;109;109;109;109;109;109;109;109;106;106
315190 POCRANE;2;2;2;2;2;2;2;2;2;2
315200 POMPEU;1;1;1;1;1;1;1;1;1;-
315210 PONTE NOVA;54;54;54;54;54;54;54;54;54;54
315250 POUSO ALEGRE;81;81;81;81;81;81;81;81;81;81
315280 PRATA;1;1;1;1;1;1;1;1;1;1
315420 RESENDE COSTA;1;1;1;1;1;1;1;1;1;1
315460 RIBEIRAO DAS NEVES;9;9;9;9;9;9;9;9;9;9
315520 RIO ESPERA;2;2;2;2;2;2;2;2;2;2
315550 RIO PARANAIBA;2;2;2;2;2;2;2;2;2;2
315580 RIO POMBA;10;10;10;10;10;10;10;10;10;10
315660 RUBIM;2;2;2;2;2;2;2;2;2;2
315680 SABINOPOLIS;1;1;1;1;1;1;1;1;1;1
315700 SALINAS;9;9;9;9;9;9;9;9;9;9
315710 SALTO DA DIVISA;1;1;1;1;1;1;1;1;1;1
315770 SANTA JULIANA;1;1;1;1;1;1;1;1;1;1
315780 SANTA LUZIA;12;12;12;12;12;12;12;12;12;12
315790 SANTA MARGARIDA;1;1;1;1;1;1;1;1;1;1
315930 SANTA RITA DE JACUTINGA;2;2;2;2;2;2;2;2;2;2
315960 SANTA RITA DO SAPUCAI;10;10;10;10;10;10;10;10;10;10
315990 SANTO ANTONIO DO AMPARO;9;9;9;9;9;10;10;10;10;10
316040 SANTO ANTONIO DO MONTE;10;10;10;10;10;11;11;11;11;11
316070 SANTOS DUMONT;10;10;10;10;10;10;10;10;10;10
316100 SAO DOMINGOS DO PRATA;1;1;1;1;1;1;1;1;1;1
316200 SAO GONCALO DO SAPUCAI;1;1;1;1;1;1;1;1;1;1
316220 SAO JOAO BATISTA DO GLORIA;4;4;4;4;4;4;4;4;4;4
316250 SAO JOAO DEL REI;44;44;44;44;44;44;44;44;44;44
316270 SAO JOAO DO PARAISO;1;1;1;1;1;1;1;1;1;1
316370 SAO LOURENCO;35;35;35;35;35;35;35;35;35;35
316470 SAO SEBASTIAO DO PARAISO;36;36;36;36;36;38;38;38;38;38
316530 SAO VICENTE DE MINAS;1;1;1;1;1;1;1;1;1;1
316720 SETE LAGOAS;60;60;60;58;58;58;58;58;58;58
316800 TAIOBEIRAS;29;29;29;29;29;29;30;30;30;30
316860 TEOFILO OTONI;58;58;58;58;58;58;58;58;58;58
316870 TIMOTEO;18;18;18;18;18;18;18;18;18;18
316920 TOMBOS;1;1;1;1;1;1;1;1;1;1
316930 TRES CORACOES;34;34;34;35;35;35;35;35;35;35
316935 TRES MARIAS;1;1;1;1;1;1;1;1;1;1
316940 TRES PONTAS;10;10;10;10;10;10;10;10;10;10
316960 TUPACIGUARA;8;8;8;8;8;4;8;8;8;8
316970 TURMALINA;3;3;3;3;3;3;3;3;3;3
316990 UBA;42;42;42;42;42;42;52;52;52;52
317010 UBERABA;160;160;160;160;160;160;160;160;160;160
317020 UBERLANDIA;371;371;371;371;371;381;387;364;364;354
317040 UNAI;23;33;33;33;33;33;33;33;33;33
317070 VARGINHA;71;71;71;71;71;85;85;85;85;85
317120 VESPASIANO;1;1;1;1;1;1;1;1;1;1
317130 VICOSA;44;44;44;44;44;44;44;44;44;44
317170 VIRGINIA;1;1;1;1;1;1;1;1;1;1
317200 VISCONDE DO RIO BRANCO;10;10;10;10;10;10;10;10;10;10
320020 ALEGRE;1;1;1;1;1;1;1;1;1;1
320040 ANCHIETA;1;1;1;1;1;1;1;1;1;1
320050 APIACA;-;-;-;-;-;-;-;-;-;11
320060 ARACRUZ;20;20;20;20;20;20;31;31;31;31
320070 ATILIO VIVACQUA;2;2;2;2;2;2;2;2;2;2
320080 BAIXO GUANDU;6;6;6;6;6;6;6;6;6;6
320090 BARRA DE SAO FRANCISCO;13;13;13;13;13;15;15;15;15;15
320120 CACHOEIRO DE ITAPEMIRIM;233;233;233;233;233;233;233;233;233;233
320130 CARIACICA;62;62;62;62;62;62;62;62;62;62
320150 COLATINA;153;153;153;153;156;156;156;156;156;156
320160 CONCEICAO DA BARRA;1;1;1;1;1;1;1;1;1;1
320170 CONCEICAO DO CASTELO;1;1;1;1;1;1;1;1;1;1
320230 GUACUI;20;20;20;20;20;20;20;20;20;20
320240 GUARAPARI;25;25;25;25;25;25;25;25;25;25
320270 ITAGUACU;3;3;3;3;3;3;3;3;3;3
320280 ITAPEMIRIM;30;30;30;30;30;30;30;30;30;30
320290 ITARANA;1;1;1;1;1;1;1;1;1;1
320316 LARANJA DA TERRA;3;3;3;3;3;3;3;3;3;3
320320 LINHARES;109;109;109;109;109;109;109;109;109;109
320340 MIMOSO DO SUL;2;2;2;2;2;2;2;2;2;2
320370 MUNIZ FREIRE;1;1;1;1;1;1;1;1;1;1
320390 NOVA VENECIA;1;1;1;1;1;1;1;1;1;1
320435 RIO BANANAL;2;2;2;2;2;2;2;2;2;2
