Municipio;2024/Jan;2024/Fev;2024/Mar;2024/Abr;2024/Mai;2024/Jun;2024/Jul;2024/Ago;2024/Set;2024/Out
310660 BERTOPOLIS;1;1;1;1;1;1;1;1;1;1
310670 BETIM;5;5;5;5;5;5;5;5;5;5
310710 BOA ESPERANCA;1;1;1;1;1;1;1;1;1;1
310740 BOM DESPACHO;2;2;2;2;2;2;2;2;2;2
310770 BOM JESUS DO AMPARO;1;1;1;1;1;1;1;1;1;1
310790 BOM REPOUSO;1;1;1;1;1;1;1;1;1;1
310810 BONFIM;2;2;2;2;2;2;2;2;2;2
310820 BONFINOPOLIS DE MINAS;-;-;-;-;-;-;-;-;1;1
310830 BORDA DA MATA;1;1;1;1;1;1;1;1;1;1
310840 BOTELHOS;1;1;1;1;1;1;1;1;1;1
310860 BRASILIA DE MINAS;2;2;2;2;2;2;2;2;2;2
310920 BUENOPOLIS;2;2;2;2;2;2;2;2;2;2
310950 CABO VERDE;1;1;1;1;1;1;1;1;1;1
310990 CAETANOPOLIS;-;3;3;3;3;3;3;3;3;3
311050 CAMANDUCAIA;1;1;1;1;1;1;1;1;1;1
311110 CAMPINA VERDE;4;4;4;4;4;4;4;4;4;4
311130 CAMPO DO MEIO;1;1;1;1;1;1;1;1;1;1
311200 CANDEIAS;1;1;1;1;1;1;1;1;1;1
311210 CAPARAO;3;3;3;3;3;3;3;3;3;3
311330 CARANGOLA;1;1;1;1;1;1;1;1;1;1
311340 CARATINGA;1;1;1;1;1;1;1;1;1;1
311380 CARMESIA;4;4;4;4;4;4;4;4;4;4
311430 CARMO DO PARANAIBA;4;4;4;4;4;4;4;4;4;4
311455 CARNEIRINHO;2;2;2;2;2;2;2;2;2;2
311460 CARRANCAS;3;3;3;3;3;3;3;3;3;3
311520 CONCEICAO DA BARRA DE MINAS;3;3;3;3;3;3;3;3;3;3
311530 CATAGUASES;1;1;1;1;1;1;1;1;1;1
311580 CENTRALINA;4;4;4;4;4;4;4;4;4;4
311610 CHAPADA DO NORTE;7;7;7;7;7;7;7;7;7;7
311615 CHAPADA GAUCHA;4;4;4;4;4;4;4;4;4;4
311630 CIPOTANEA;2;2;2;2;2;2;2;2;2;2
311650 CLARO DOS POCOES;1;1;1;1;1;1;1;1;1;1
311750 CONCEICAO DO MATO DENTRO;2;2;2;2;2;2;2;2;2;2
311787 CONFINS;1;1;1;1;1;1;1;1;1;1
311810 CONGONHAS DO NORTE;4;4;4;4;4;4;4;4;4;4
311830 CONSELHEIRO LAFAIETE;4;4;4;4;4;4;4;4;4;4
311860 CONTAGEM;19;19;19;19;19;19;19;19;19;19
311870 COQUEIRAL;3;3;3;3;3;3;3;3;3;3
311920 COROACI;9;9;9;9;9;9;9;9;9;9
311940 CORONEL FABRICIANO;3;3;3;3;3;3;3;3;3;3
311950 CORONEL MURTA;6;6;6;6;6;6;6;6;6;6
311995 CORREGO FUNDO;3;3;3;3;3;3;3;3;3;3
312020 CRISTAIS;3;3;3;3;3;3;3;3;3;3
312030 CRISTALIA;1;1;1;1;1;1;1;1;1;1
312070 CRUZEIRO DA FORTALEZA;2;2;2;2;2;2;2;2;2;2
312090 CURVELO;5;5;5;5;5;5;5;5;5;5
312120 DELFINOPOLIS;3;3;3;3;3;3;3;3;3;3
312190 DIVINESIA;2;2;2;2;2;2;2;2;2;2
312230 DIVINOPOLIS;8;8;8;8;8;8;8;8;8;8
312245 DIVISOPOLIS;2;2;2;2;2;2;2;2;2;2
312340 DORESOPOLIS;2;2;2;2;2;2;2;2;2;2
312490 EUGENOPOLIS;1;1;1;1;1;1;1;1;1;1
312510 EXTREMA;7;7;7;7;7;7;7;7;7;7
312550 SAO GONCALO DO RIO PRETO;4;4;4;4;4;4;4;4;4;4
312570 FELIXLANDIA;2;2;2;2;2;2;2;2;2;2
312600 FLORESTAL;9;9;9;9;9;9;9;9;9;9
312610 FORMIGA;4;4;4;4;4;4;4;4;4;4
312620 FORMOSO;3;3;3;3;3;3;3;3;3;3
312630 FORTALEZA DE MINAS;3;3;3;3;3;3;3;3;3;3
312650 FRANCISCO BADARO;4;4;4;4;4;4;4;4;4;4
312690 FREI INOCENCIO;1;1;1;1;1;1;1;1;1;1
312700 FRONTEIRA;3;3;3;3;3;3;3;3;3;3
312730 GALILEIA;3;3;3;3;3;3;3;3;3;3
312760 GOUVEIA;2;2;2;2;2;2;2;2;2;2
312770 GOVERNADOR VALADARES;43;43;43;43;43;43;43;43;43;42
312780 GRAO MOGOL;1;1;1;1;1;1;1;1;1;1
312900 GUIRICEMA;2;2;2;2;2;2;2;2;2;2
312950 IBIA;1;1;1;1;1;1;1;1;1;1
312980 IBIRITE;1;1;1;1;1;1;1;1;1;1
313020 IGARATINGA;2;2;2;2;2;2;2;2;2;2
313050 ILICINEA;2;2;2;2;2;2;2;2;2;2
313100 INHAUMA;3;3;3;3;3;3;3;3;3;3
313115 IPABA;3;3;3;3;3;3;3;3;3;3
313120 IPANEMA;6;6;6;6;6;6;6;6;6;6
313130 IPATINGA;3;3;3;3;3;3;3;3;3;3
313170 ITABIRA;1;1;1;1;1;1;1;2;2;2
313380 ITAUNA;2;2;2;2;2;2;2;2;2;2
313420 ITUIUTABA;8;8;8;8;8;8;8;8;8;8
313450 ITUTINGA;3;3;3;3;3;3;3;3;3;3
313510 JANAUBA;6;6;6;6;6;6;6;6;6;6
313550 JEQUERI;3;3;3;3;3;3;3;3;3;3
313560 JEQUITAI;2;2;2;2;2;2;2;2;2;2
313630 JOAO PINHEIRO;5;5;5;5;5;5;5;5;5;5
313657 JOSENOPOLIS;2;2;2;2;2;2;2;2;2;2
313665 JUATUBA;3;3;3;3;3;3;3;3;3;3
313670 JUIZ DE FORA;6;6;6;6;6;6;6;6;6;6
313720 LAGOA DA PRATA;4;4;4;4;4;4;1;1;1;1
313730 LAGOA DOS PATOS;6;6;6;6;6;6;6;6;6;6
313740 LAGOA DOURADA;3;3;3;3;3;3;3;3;3;3
313750 LAGOA FORMOSA;3;3;3;3;3;3;3;3;3;3
313753 LAGOA GRANDE;3;3;3;3;3;3;3;3;3;3
313760 LAGOA SANTA;7;7;7;7;7;7;7;7;7;7
313820 LAVRAS;3;3;3;3;3;3;3;3;3;3
313860 LIMA DUARTE;4;4;4;4;4;4;4;4;4;4
313862 LIMEIRA DO OESTE;3;3;3;3;3;3;3;3;3;3
313930 MANGA;3;3;3;3;3;3;3;3;3;3
313960 MANTENA;6;6;6;6;6;6;6;6;6;6
314000 MARIANA;2;2;2;2;2;2;2;2;2;2
314080 MATIAS BARBOSA;3;3;3;3;3;3;3;3;3;3
314100 MATO VERDE;7;7;7;7;7;7;7;7;7;7
314190 MINDURI;1;1;1;1;1;1;1;1;1;1
314210 MIRADOURO;1;1;1;1;1;1;1;1;1;1
314260 MONSENHOR PAULO;1;1;1;1;1;1;1;1;1;1
314330 MONTES CLAROS;15;15;15;15;15;15;15;15;15;12
314465 NINHEIRA;1;1;1;1;1;1;1;1;1;1
314480 NOVA LIMA;12;12;12;12;12;12;12;12;12;12
314520 NOVA SERRANA;-;5;5;5;5;5;5;5;5;5
314560 OLIVEIRA;7;7;7;7;7;7;7;7;7;7
314610 OURO PRETO;6;6;6;6;6;6;6;6;6;6
314625 PADRE CARVALHO;4;4;4;4;4;4;4;4;4;4
314710 PARA DE MINAS;12;12;12;12;12;12;12;12;12;4
314790 PASSOS;11;11;11;11;11;11;11;11;11;11
314810 PATROCINIO;12;12;12;12;12;12;12;12;12;12
314915 PEDRAS DE MARIA DA CRUZ;2;2;2;2;2;2;2;2;2;2
314930 PEDRO LEOPOLDO;6;6;6;6;6;6;6;6;6;6
315120 PIRAPORA;4;4;4;4;4;4;4;4;4;4
315180 POCOS DE CALDAS;12;12;12;12;12;12;12;12;12;12
315210 PONTE NOVA;3;3;3;3;3;3;3;3;3;3
315250 POUSO ALEGRE;2;2;2;2;2;2;2;2;2;2
315280 PRATA;3;3;3;3;3;3;3;3;3;3
315340 PRESIDENTE OLEGARIO;2;2;2;2;2;2;2;2;2;2
315360 PRUDENTE DE MORAIS;3;3;3;3;3;3;3;3;3;3
315445 RIACHINHO;3;3;3;3;3;3;3;3;3;3
315650 RUBELITA;3;3;3;3;3;3;3;3;3;3
315690 SACRAMENTO;1;1;1;1;1;1;1;1;1;1
315737 SANTA CRUZ DE SALINAS;1;1;1;1;1;1;1;1;1;1
315780 SANTA LUZIA;8;8;8;8;8;8;8;8;8;8
315850 SANTANA DE PIRAPAMA;2;2;2;2;2;2;2;2;2;2
315870 SANTANA DO GARAMBEU;3;3;3;3;3;3;3;3;3;3
315960 SANTA RITA DO SAPUCAI;2;2;2;2;2;2;2;2;2;2
315980 SANTA VITORIA;6;6;6;6;6;6;6;6;6;6
316040 SANTO ANTONIO DO MONTE;5;5;5;5;5;5;5;5;5;5
316070 SANTOS DUMONT;2;2;2;2;2;2;2;2;2;2
316095 SAO DOMINGOS DAS DORES;1;1;1;1;1;1;1;1;1;1
316150 SAO GERALDO;4;4;4;4;4;4;4;4;4;4
316190 SAO GONCALO DO RIO ABAIXO;2;2;2;2;2;2;2;2;2;2
316250 SAO JOAO DEL REI;1;1;1;1;1;1;1;1;1;1
316294 SAO JOSE DA BARRA;2;2;2;2;2;2;2;2;2;2
316295 SAO JOSE DA LAPA;2;2;2;2;2;2;2;2;2;2
316330 SAO JOSE DO DIVINO;4;4;4;4;4;4;4;4;4;4
316340 SAO JOSE DO GOIABAL;3;3;3;3;3;3;3;3;3;3
316370 SAO LOURENCO;2;2;2;2;2;2;2;2;2;2
316470 SAO SEBASTIAO DO PARAISO;1;1;1;1;1;1;1;1;1;1
316500 SAO TIAGO;1;1;1;1;1;1;1;1;1;1
316553 SARZEDO;1;1;1;1;1;1;1;1;1;1
316600 SENHORA DE OLIVEIRA;2;2;2;2;2;2;2;2;2;2
316680 SERRA DO SALITRE;2;2;2;2;2;2;2;2;2;2
316720 SETE LAGOAS;9;9;9;9;9;9;9;9;9;9
316800 TAIOBEIRAS;1;1;1;1;1;1;1;1;1;1
316830 TAQUARACU DE MINAS;2;2;2;2;2;2;2;2;-;-
316850 TEIXEIRAS;1;1;1;1;1;1;1;1;1;1
316860 TEOFILO OTONI;5;5;5;5;5;5;5;5;5;5
316870 TIMOTEO;10;10;10;10;10;10;10;10;10;10
316900 TOCANTINS;2;2;2;2;2;2;2;2;2;2
316930 TRES CORACOES;2;2;2;2;2;2;2;2;2;2
316935 TRES MARIAS;3;3;3;3;3;3;3;3;3;3
316990 UBA;8;8;8;8;8;8;8;8;8;8
317010 UBERABA;5;5;5;5;5;5;5;5;5;5
317020 UBERLANDIA;7;7;7;7;7;7;7;7;7;7
317040 UNAI;6;6;6;6;6;6;6;6;6;6
317070 VARGINHA;2;2;2;2;2;2;2;2;2;2
317080 VARZEA DA PALMA;6;6;6;6;6;6;6;6;6;6
317120 VESPASIANO;9;9;9;9;9;9;9;9;9;9
317130 VICOSA;1;1;1;1;1;1;1;1;1;1
317190 VIRGOLANDIA;3;3;3;3;3;3;3;3;3;3
317210 VOLTA GRANDE;3;3;3;3;3;3;3;3;3;3
320035 ALTO RIO NOVO;2;2;2;2;2;2;2;2;2;2
320060 ARACRUZ;10;10;10;10;10;10;10;10;10;10
320080 BAIXO GUANDU;2;2;2;2;2;2;2;2;2;2
320090 BARRA DE SAO FRANCISCO;12;12;12;12;12;12;12;12;12;12
320115 BREJETUBA;5;5;5;5;5;5;5;5;5;5
320120 CACHOEIRO DE ITAPEMIRIM;11;11;11;11;11;11;11;11;11;11
320130 CARIACICA;2;2;2;2;2;2;2;2;2;2
320150 COLATINA;8;8;8;8;8;8;8;8;8;8
320240 GUARAPARI;4;4;4;4;4;4;4;4;4;4
320245 IBATIBA;2;2;2;2;2;2;2;2;2;2
320335 MARILANDIA;4;4;4;4;4;4;4;4;4;4
320340 MIMOSO DO SUL;1;1;1;1;1;1;1;1;1;1
320380 MUQUI;2;2;2;2;2;2;2;2;2;2
320405 PEDRO CANARIO;2;2;2;2;2;2;2;2;2;2
320430 PRESIDENTE KENNEDY;2;2;2;2;2;2;2;2;2;2
320460 SANTA TERESA;1;1;1;1;1;1;1;1;1;1
320490 SAO MATEUS;1;1;1;1;1;1;1;1;1;1
320500 SERRA;4;4;4;4;4;4;4;4;2;2
320501 SOORETAMA;3;3;3;3;3;3;3;3;3;3
320520 VILA VELHA;4;4;4;4;4;4;4;4;4;4
320530 VITORIA;2;2;2;2;2;2;2;2;2;2
330020 ARARUAMA;4;4;4;4;4;4;4;4;4;4
330040 BARRA MANSA;4;4;4;4;4;4;4;4;4;4
330045 BELFORD ROXO;10;10;10;10;10;10;10;10;10;10
330060 BOM JESUS DO ITABAPOANA;3;3;3;3;3;3;3;3;3;3
330070 CABO FRIO;14;14;14;14;14;14;14;14;14;14
330100 CAMPOS DOS GOYTACAZES;10;10;10;10;10;10;10;10;10;10
330130 CASIMIRO DE ABREU;1;1;1;1;1;1;1;1;1;1
330185 GUAPIMIRIM;3;3;3;3;3;3;3;3;3;3
330190 ITABORAI;5;5;5;5;5;5;5;5;5;5
330200 ITAGUAI;4;4;3;3;3;3;3;3;3;3
330205 ITALVA;4;4;4;4;4;4;4;4;4;4
330220 ITAPERUNA;2;2;2;2;2;2;2;2;2;2
330227 JAPERI;2;2;2;2;2;2;2;2;2;2
330240 MACAE;2;2;2;2;2;2;2;2;2;2
330250 MAGE;3;3;3;3;3;3;3;3;3;3
330260 MANGARATIBA;3;3;3;3;3;3;3;3;3;3
330270 MARICA;1;1;1;1;1;1;1;1;1;1
330330 NITEROI;3;3;3;2;3;3;3;3;1;1
330340 NOVA FRIBURGO;4;4;4;4;4;4;4;5;5;5
330350 NOVA IGUACU;9;9;9;9;9;9;9;9;9;9
330360 PARACAMBI;4;4;4;4;4;4;4;4;4;4
330390 PETROPOLIS;4;4;4;4;4;4;4;4;4;4
330414 QUEIMADOS;36;36;36;36;36;36;36;36;36;36
330415 QUISSAMA;1;1;1;1;1;1;1;1;1;1
330455 RIO DE JANEIRO;33;33;33;33;33;33;33;33;33;33
330470 SANTO ANTONIO DE PADUA;1;1;1;1;1;1;1;1;1;1
330480 SAO FIDELIS;2;2;2;2;2;2;2;2;2;2
330490 SAO GONCALO;5;9;9;9;9;9;9;9;9;9
330550 SAQUAREMA;7;7;7;7;7;7;7;7;7;7
330555 SEROPEDICA;1;1;1;1;1;1;1;1;1;1
330580 TERESOPOLIS;3;3;3;3;3;3;3;3;3;3
330615 VARRE-SAI;3;3;3;3;3;3;3;3;3;3
330620 VASSOURAS;1;1;1;1;1;1;1;1;1;1
330630 VOLTA REDONDA;3;3;3;3;3;3;3;3;3;3
350040 AGUAS DA PRATA;1;1;1;1;1;1;1;1;1;1
350060 AGUAS DE SAO PEDRO;2;2;2;2;2;2;2;2;2;2
350160 AMERICANA;1;1;1;1;1;1;1;1;1;1
350210 ANDRADINA;3;3;3;3;3;3;3;3;3;3
350250 APARECIDA;5;5;5;5;5;5;5;5;5;5
350280 ARACATUBA;1;1;1;1;1;1;1;1;1;1
350330 ARARAS;4;4;4;4;4;4;4;4;4;4
350380 ARTUR NOGUEIRA;2;2;2;2;2;2;2;2;2;2
350390 ARUJA;8;8;8;8;8;8;8;8;8;8
350400 ASSIS;10;10;10;10;10;10;10;10;10;10
350550 BARRETOS;7;7;7;7;7;7;7;7;7;7
350570 BARUERI;2;2;2;2;2;2;2;2;2;2
350600 BAURU;4;4;4;4;4;4;4;4;4;4
350610 BEBEDOURO;2;2;2;2;2;2;2;2;2;2
350635 BERTIOGA;2;2;2;2;2;2;2;2;2;2
350690 BOFETE;4;4;4;4;4;4;4;4;4;4
350730 BORACEIA;3;3;3;3;3;3;3;3;3;3
350750 BOTUCATU;6;6;6;6;6;6;6;6;6;6
350760 BRAGANCA PAULISTA;3;3;3;3;3;3;3;3;3;3
350770 BRAUNA;3;3;3;3;3;3;3;3;3;3
350840 CABREUVA;2;2;2;2;2;2;2;2;2;2
350850 CACAPAVA;-;-;-;-;15;15;15;15;15;15
350900 CAIEIRAS;4;4;4;4;4;4;4;4;4;4
350920 CAJAMAR;5;3;3;3;3;3;3;3;3;3
350950 CAMPINAS;20;21;22;22;22;22;22;22;22;22
350970 CAMPOS DO JORDAO;1;1;1;1;1;1;1;1;1;1
351050 CARAGUATATUBA;6;6;6;6;6;6;6;6;6;6
351110 CATANDUVA;2;2;2;2;2;2;2;2;2;2
351240 CORDEIROPOLIS;2;2;2;2;2;2;2;2;2;2
351260 CORONEL MACEDO;3;3;3;3;3;3;3;3;3;3
351300 COTIA;6;6;13;13;13;13;13;13;13;13
351320 CRISTAIS PAULISTA;4;4;4;4;4;4;4;4;4;4
351380 DIADEMA;9;9;9;9;9;9;9;9;9;9
351385 DIRCE REIS;1;1;1;1;1;1;1;1;1;1
351460 DUMONT;4;4;4;4;4;4;4;4;4;4
351470 ECHAPORA;2;2;2;2;2;2;2;2;2;2
351490 ELIAS FAUSTO;3;3;3;3;3;3;3;3;3;3
351512 EMILIANOPOLIS;2;2;2;2;2;2;2;2;2;2
351620 FRANCA;4;4;4;4;6;6;6;6;6;6
351630 FRANCISCO MORATO;5;5;5;5;5;5;5;5;5;5
351810 GUARANTA;1;1;1;1;1;1;1;1;1;1
351870 GUARUJA;8;8;8;8;8;8;8;8;8;8
351880 GUARULHOS;7;7;7;7;7;7;7;7;7;7
351950 IBIRAREMA;6;6;6;6;6;6;6;6;6;6
352050 INDAIATUBA;10;10;10;10;10;10;10;10;10;10
352110 IPEUNA;9;9;9;9;9;9;9;9;9;9
352210 ITANHAEM;8;8;8;8;8;8;8;8;8;8
352230 ITAPETININGA;2;2;2;2;2;2;2;2;2;2
352240 ITAPEVA;2;2;2;2;2;2;2;2;2;2
352250 ITAPEVI;2;2;2;2;2;2;2;2;2;2
352280 ITAPORANGA;1;1;1;1;1;1;1;1;1;1
352310 ITAQUAQUECETUBA;3;3;3;3;3;3;3;3;3;3
352340 ITATIBA;5;5;5;5;5;5;5;5;5;5
352380 ITOBI;3;3;3;3;3;3;3;3;3;3
352390 ITU;11;11;11;11;11;11;11;11;11;11
352400 ITUPEVA;2;2;2;2;2;2;2;2;2;2
352440 JACAREI;3;3;3;3;3;3;3;3;3;3
352500 JANDIRA;2;2;2;2;2;2;2;2;2;2
352530 JAU;8;8;8;8;8;8;8;8;8;8
352590 JUNDIAI;10;5;5;5;5;5;5;5;5;5
352640 LARANJAL PAULISTA;1;1;1;1;1;1;1;1;1;1
352660 LAVRINHAS;1;1;1;1;1;1;1;1;1;1
352670 LEME;1;1;1;1;1;1;1;1;1;1
352680 LENCOIS PAULISTA;6;6;6;6;6;6;6;6;6;6
352690 LIMEIRA;1;1;1;1;1;1;1;1;1;1
352710 LINS;1;1;1;1;1;1;1;1;1;1
352720 LORENA;2;2;2;2;2;2;2;2;2;2
352900 MARILIA;12;12;12;12;12;12;12;12;12;12
352930 MATAO;2;2;2;2;-;-;-;-;-;-
352940 MAUA;11;11;11;11;11;11;11;11;11;11
352950 MENDONCA;2;2;2;2;2;2;2;2;2;2
353030 MIRASSOL;3;3;3;3;3;3;3;3;3;3
353060 MOGI DAS CRUZES;6;6;6;6;6;6;6;6;6;6
353070 MOGI GUACU;2;2;2;2;2;2;2;2;2;2
353080 MOGI MIRIM;3;3;3;3;3;3;3;3;7;7
353090 MOMBUCA;6;6;6;6;6;6;6;6;6;6
353130 MONTE ALTO;4;4;4;4;4;4;4;4;4;4
353180 MONTE MOR;2;2;2;2;2;2;2;2;2;2
353190 MORRO AGUDO;4;4;4;4;4;4;4;4;4;4
353350 NOVO HORIZONTE;1;1;1;1;1;1;1;1;1;1
353360 NUPORANGA;3;3;3;3;3;3;3;3;3;3
353440 OSASCO;11;11;11;11;11;11;11;11;11;11
353450 OSCAR BRESSANE;2;2;2;2;2;2;2;2;2;2
353460 OSVALDO CRUZ;1;1;1;1;1;1;1;1;1;1
353470 OURINHOS;4;4;4;4;4;4;4;4;4;4
353630 PATROCINIO PAULISTA;3;3;3;3;3;3;3;3;3;3
353650 PAULINIA;2;2;2;2;2;2;2;2;2;2
353660 PAULO DE FARIA;1;1;1;1;1;1;1;1;1;1
353760 PERUIBE;3;3;3;3;3;3;3;3;3;3
353800 PINDAMONHANGABA;9;9;9;9;9;9;9;9;9;9
353870 PIRACICABA;6;6;6;6;6;6;6;6;6;6
353930 PIRASSUNUNGA;1;1;1;1;1;1;1;1;1;1
354070 PORTO FERREIRA;1;1;1;1;1;1;1;1;1;1
354100 PRAIA GRANDE;7;7;7;7;7;7;7;7;7;7
354140 PRESIDENTE PRUDENTE;4;4;4;4;4;4;4;4;4;4
354170 QUATA;3;3;3;3;3;3;3;3;3;3
354230 REDENCAO DA SERRA;2;2;2;2;2;2;2;2;2;2
354260 REGISTRO;2;2;2;2;2;2;2;2;2;2
354330 RIBEIRAO PIRES;1;1;1;1;1;1;1;1;1;1
354340 RIBEIRAO PRETO;8;8;16;16;16;16;16;16;16;16
354350 RIVERSUL;4;4;4;4;4;4;4;4;4;4
354360 RIFAINA;1;1;1;1;1;1;1;1;1;1
354370 RINCAO;1;1;1;1;1;1;1;1;1;1
354390 RIO CLARO;-;-;2;2;2;2;2;2;2;2
354515 SALTINHO;2;2;2;2;2;2;2;2;2;2
354520 SALTO;2;2;2;2;2;2;2;2;2;2
354580 SANTA BARBARA D'OESTE;3;3;3;3;3;3;3;3;3;3
354640 SANTA CRUZ DO RIO PARDO;3;3;3;3;3;3;3;3;3;3
354710 SANTA MERCEDES;1;1;1;1;1;1;1;1;1;1
354780 SANTO ANDRE;11;11;11;11;11;11;11;11;11;11
354810 SANTO ANTONIO DO JARDIM;2;2;2;2;2;2;2;2;2;2
354820 SANTO ANTONIO DO PINHAL;2;2;2;2;2;2;2;2;2;2
354850 SANTOS;24;24;24;24;24;24;24;24;24;24
354870 SAO BERNARDO DO CAMPO;2;2;2;2;2;2;2;2;2;2
354880 SAO CAETANO DO SUL;4;4;4;4;4;4;4;4;4;4
354890 SAO CARLOS;2;2;2;2;2;2;2;2;2;2
354910 SAO JOAO DA BOA VISTA;1;1;1;1;1;1;1;1;1;1
354930 SAO JOAO DO PAU D'ALHO;4;4;4;4;4;4;4;4;4;4
354940 SAO JOAQUIM DA BARRA;2;2;2;2;2;2;2;2;2;2
354980 SAO JOSE DO RIO PRETO;6;6;6;6;6;6;6;6;6;6
354990 SAO JOSE DOS CAMPOS;18;18;18;18;18;18;18;18;18;18
354995 SAO LOURENCO DA SERRA;4;4;4;4;4;4;4;4;4;4
355010 SAO MANUEL;-;-;-;-;-;-;-;2;2;2
355030 SAO PAULO;149;149;152;152;152;153;152;145;152;150
355060 SAO ROQUE;3;3;3;3;3;3;3;3;3;3
355100 SAO VICENTE;6;6;6;6;6;6;6;6;6;6
355110 SARAPUI;1;1;1;1;1;1;1;1;1;1
355150 SERRANA;4;4;4;4;4;4;4;4;4;4
355170 SERTAOZINHO;3;3;3;3;3;3;3;3;3;3
355220 SOROCABA;2;2;2;2;2;2;2;2;2;2
355240 SUMARE;2;2;2;2;2;2;2;2;2;2
355250 SUZANO;11;11;11;11;11;11;11;11;11;11
355280 TABOAO DA SERRA;8;8;12;12;12;12;12;12;12;12
355395 TARUMA;5;5;5;5;5;5;5;5;5;5
355410 TAUBATE;10;10;10;10;10;10;10;10;10;10
355480 TREMEMBE;6;6;6;6;6;6;6;6;6;6
355500 TUPA;5;5;5;5;5;5;5;5;5;5
355550 UBIRAJARA;2;2;2;2;2;2;2;2;2;2
355620 VALINHOS;6;6;6;6;6;6;6;6;6;6
355645 VARGEM GRANDE PAULISTA;1;1;1;1;1;1;1;1;1;1
355670 VINHEDO;1;1;1;1;1;-;-;-;-;-
355710 VOTUPORANGA;7;7;7;7;7;7;7;7;7;7
410140 APUCARANA;4;4;4;4;4;4;4;4;6;6
410180 ARAUCARIA;1;1;1;1;1;1;1;1;1;1
410200 ASSIS CHATEAUBRIAND;2;2;2;2;2;2;2;2;2;2
410220 ATALAIA;1;1;1;1;1;1;1;1;1;1
410230 BALSA NOVA;1;1;1;1;1;1;1;1;1;1
410240 BANDEIRANTES;2;2;2;2;2;2;2;2;2;2
410305 BOA VISTA DA APARECIDA;3;3;3;3;3;3;3;3;3;3
410345 CAFELANDIA;2;2;2;2;2;2;2;2;2;2
410400 CAMPINA GRANDE DO SUL;3;3;3;3;3;3;3;3;3;3
410430 CAMPO MOURAO;9;9;9;9;9;9;9;9;9;9
410480 CASCAVEL;43;41;41;41;41;41;41;41;41;41
410490 CASTRO;6;6;6;6;6;6;6;6;6;6
410500 CATANDUVAS;4;4;4;4;4;4;4;4;4;4
410550 CIANORTE;2;2;2;2;2;2;2;2;2;2
410600 CONGONHINHAS;-;-;-;-;-;4;4;4;4;4
410610 CONSELHEIRO MAIRINCK;1;1;1;1;1;1;1;1;1;1
410650 CORONEL VIVIDA;2;2;2;2;2;2;2;2;2;2
410690 CURITIBA;13;13;13;12;12;12;12;12;12;12
410725 DOURADINA;1;1;1;1;1;1;1;1;1;1
410730 DOUTOR CAMARGO;1;1;1;1;1;1;1;1;1;1
410753 ENTRE RIOS DO OESTE;1;1;1;1;1;1;1;1;1;1
410765 FAZENDA RIO GRANDE;-;-;6;6;6;6;6;6;6;6
410830 FOZ DO IGUACU;10;10;10;10;8;8;10;10;10;10
410832 FRANCISCO ALVES;3;3;3;3;3;3;3;3;3;3
410840 FRANCISCO BELTRAO;6;6;6;6;6;6;6;6;6;6
410880 GUAIRA;1;1;1;1;1;1;1;1;1;1
410920 GUARACI;2;2;2;2;2;2;2;2;2;2
410940 GUARAPUAVA;5;5;5;5;5;5;5;5;5;5
411010 IMBITUVA;-;-;-;-;-;1;1;1;1;1
411050 IPIRANGA;3;3;3;3;3;3;3;3;3;3
411100 ITAMBARACA;-;-;-;-;-;-;-;-;1;1
411110 ITAMBE;1;1;1;1;1;1;1;1;1;1
411160 IVATUBA;2;2;2;2;2;2;2;2;2;2
411180 JACAREZINHO;1;1;1;1;1;1;1;1;1;1
411210 JANDAIA DO SUL;2;2;2;2;2;2;2;2;2;2
411220 JANIOPOLIS;2;2;2;2;2;2;2;2;2;2
411350 LOANDA;1;1;1;1;1;1;1;1;1;1
411360 LOBATO;3;3;3;3;3;3;3;3;3;3
411370 LONDRINA;32;32;32;53;53;53;53;53;47;47
411440 MANGUEIRINHA;3;3;3;3;3;3;3;3;3;3
411460 MARECHAL CANDIDO RONDON;2;2;2;2;2;2;2;2;2;2
411520 MARINGA;23;23;23;23;23;23;23;23;23;23
411580 MEDIANEIRA;2;2;2;2;2;2;2;2;2;2
411630 MUNHOZ DE MELO;1;1;1;1;1;1;1;1;1;1
411730 ORTIGUEIRA;-;-;-;-;-;3;3;3;3;3
411740 OURIZONA;3;3;3;3;3;3;3;3;3;3
411760 PALMAS;3;3;3;3;3;3;3;3;3;3
411780 PALMITAL;3;3;3;3;3;3;3;3;3;3
411790 PALOTINA;4;4;4;4;4;4;4;4;4;4
411870 PAULO FRONTIN;1;1;1;1;1;1;1;1;1;1
411880 PEABIRU;2;2;2;2;2;2;2;2;2;2
411910 PIEN;3;3;3;3;3;3;3;3;3;3
411915 PINHAIS;1;1;1;1;1;1;1;1;1;1
411960 PITANGA;1;1;1;1;1;1;1;1;1;1
411990 PONTA GROSSA;3;3;3;3;3;3;3;3;3;3
412060 PRUDENTOPOLIS;2;2;2;2;2;2;2;2;2;2
412090 QUEDAS DO IGUACU;2;2;2;2;2;2;2;2;2;2
412120 QUITANDINHA;1;1;1;1;1;1;1;1;1;1
412140 REALEZA;1;1;1;1;1;1;1;1;1;1
412265 ROSARIO DO IVAI;1;1;1;1;1;1;1;1;1;1
412410 SANTO ANTONIO DA PLATINA;3;3;3;3;3;3;3;3;3;3
