CNES - Recursos Físicos - Ambulatório - Leitos de Repouso e Observação - Brasil
Leitos Repouso/Observação Indif por Município e Ano/mês compet.
Período:2024
"Município";"2024/Jan";"2024/Fev";"2024/Mar";"2024/Abr";"2024/Mai";"2024/Jun";"2024/Jul";"2024/Ago";"2024/Set";"2024/Out";"2024/Nov";"2024/Dez"
"260180 BETANIA";2;2;2;2;2;2;2;2;2;2;2;2
"260190 BEZERROS";3;3;3;3;3;3;3;3;3;3;3;3
"260200 BODOCO";2;2;2;2;2;2;2;2;2;2;2;2
"260210 BOM CONSELHO";1;1;1;1;1;1;1;1;1;1;1;1
"260220 BOM JARDIM";1;1;1;1;1;1;1;1;1;1;1;1
"260260 BREJO DA MADRE DE DEUS";1;1;1;1;1;1;1;1;1;1;1;1
"260270 BUENOS AIRES";6;6;6;6;6;6;6;6;6;6;6;6
"260290 CABO DE SANTO AGOSTINHO";13;13;13;13;13;13;13;13;13;13;13;13
"260300 CABROBO";4;4;4;4;4;4;4;4;4;4;4;4
"260345 CAMARAGIBE";324;324;324;324;324;324;324;324;324;324;324;324
"260350 CAMOCIM DE SAO FELIX";2;2;2;2;2;2;2;2;2;2;2;2
"260360 CAMUTANGA";2;2;2;2;2;2;2;2;2;2;2;2
"260390 CARNAIBA";2;2;2;2;2;2;2;2;2;2;2;2
"260392 CARNAUBEIRA DA PENHA";2;2;2;2;2;2;2;2;2;2;2;2
"260400 CARPINA";8;8;8;8;8;8;8;8;8;8;8;8
"260410 CARUARU";150;149;149;149;149;149;151;151;154;154;154;154
"260420 CATENDE";3;3;3;3;3;3;3;3;3;3;3;3
"260450 CHA GRANDE";2;2;2;2;2;2;2;2;2;2;2;2
"260460 CONDADO";2;2;2;2;2;2;2;2;2;2;2;2
"260480 CORTES";1;1;1;1;1;1;1;1;1;1;1;1
"260490 CUMARU";1;1;1;1;1;1;1;1;1;1;1;1
"260500 CUPIRA";1;1;1;1;1;1;1;1;1;1;1;1
"260510 CUSTODIA";1;1;1;1;1;1;1;1;1;1;1;1
"260515 DORMENTES";5;5;5;5;5;5;5;5;5;5;5;5
"260550 FERREIROS";5;5;5;5;5;5;5;5;5;5;5;5
"260570 FLORESTA";2;2;2;2;2;2;2;2;2;2;2;2
"260590 GAMELEIRA";2;2;2;2;2;2;2;2;2;2;2;2
"260610 GLORIA DO GOITA";1;1;1;1;1;1;1;1;1;1;1;1
"260620 GOIANA";3;3;3;3;3;3;3;3;3;3;3;3
"260640 GRAVATA";7;7;7;7;7;7;7;7;7;7;7;7
"260660 IBIMIRIM";2;2;2;2;2;2;2;2;2;2;2;2
"260680 IGARASSU";22;22;22;22;22;22;22;22;22;22;22;22
"260690 IGUARACY";2;2;2;2;2;2;2;2;2;2;2;2
"260700 INAJA";4;4;4;4;4;4;4;4;4;4;4;4
"260710 INGAZEIRA";2;2;2;2;2;2;2;2;2;2;2;2
"260720 IPOJUCA";18;18;18;18;18;18;18;18;16;16;16;16
"260730 IPUBI";5;5;5;5;5;5;5;5;5;5;5;5
"260740 ITACURUBA";1;1;1;1;1;1;1;1;1;1;1;1
"260760 ILHA DE ITAMARACA";2;2;2;2;2;2;2;2;2;2;2;2
"260765 ITAMBE";2;2;2;2;2;2;2;2;2;2;2;2
"260770 ITAPETIM";1;1;1;1;1;1;1;1;1;1;1;1
"260790 JABOATAO DOS GUARARAPES";30;30;30;30;30;30;30;30;30;30;30;30
"260805 JATOBA";4;4;4;4;4;4;4;4;4;4;4;4
"260810 JOAO ALFREDO";3;3;3;3;3;3;3;3;3;3;3;3
"260825 JUCATI";3;3;3;3;3;3;3;3;3;3;3;3
"260850 LAGOA DE ITAENGA";3;3;3;3;3;3;3;3;3;3;3;3
"260875 LAGOA GRANDE";1;1;1;1;1;1;1;1;1;1;1;1
"260880 LAJEDO";1;1;1;1;-;-;-;-;-;-;-;-
"260890 LIMOEIRO";2;2;2;2;2;2;2;2;2;2;2;2
"260915 MANARI";2;2;2;2;2;2;2;2;2;2;2;2
"260950 NAZARE DA MATA";2;2;2;2;2;2;2;2;2;2;2;2
"260960 OLINDA";17;17;17;17;17;17;17;17;17;17;17;17
"260990 OURICURI";5;5;5;5;5;5;5;5;5;5;5;5
"261000 PALMARES";8;8;8;8;8;8;8;8;8;8;8;8
"261010 PALMEIRINA";3;3;3;3;3;3;3;3;3;3;3;3
"261030 PARANATAMA";1;1;1;1;1;1;1;1;1;1;1;1
"261040 PARNAMIRIM";7;7;7;7;7;7;7;7;7;7;7;7
"261060 PAUDALHO";8;8;8;8;8;8;8;8;8;8;8;8
"261070 PAULISTA";1;1;1;1;1;1;1;1;1;1;1;1
"261080 PEDRA";2;2;2;2;2;2;2;2;2;2;2;2
"261090 PESQUEIRA";11;11;11;11;11;11;11;11;11;11;11;11
"261100 PETROLANDIA";4;4;4;4;4;4;3;3;3;3;3;3
"261110 PETROLINA";51;51;51;51;51;51;51;51;51;51;61;61
"261120 POCAO";1;1;1;1;1;1;1;1;1;1;1;1
"261150 QUIPAPA";2;2;2;2;2;2;2;2;2;2;2;2
"261153 QUIXABA";4;4;4;4;4;4;4;4;4;4;4;4
"261160 RECIFE";336;336;336;338;347;340;347;347;345;345;345;345
"261170 RIACHO DAS ALMAS";3;3;3;3;3;3;3;3;3;3;3;3
"261200 SAIRE";1;1;1;1;1;1;1;1;1;1;1;1
"261220 SALGUEIRO";4;4;4;4;4;4;4;4;4;4;4;4
"261230 SALOA";1;1;1;1;1;1;1;1;1;1;1;1
"261240 SANHARO";4;4;4;4;4;4;4;4;4;4;4;4
"261245 SANTA CRUZ";3;3;3;3;3;3;3;3;3;3;3;3
"261250 SANTA CRUZ DO CAPIBARIBE";4;4;4;4;4;4;4;4;4;4;4;4
"261255 SANTA FILOMENA";1;1;1;1;1;1;1;1;1;1;1;1
"261260 SANTA MARIA DA BOA VISTA";1;1;1;1;1;1;1;1;1;1;1;1
"261280 SANTA TEREZINHA";1;1;1;1;1;1;1;1;1;1;1;1
"261290 SAO BENEDITO DO SUL";1;1;1;1;1;1;-;-;-;-;-;-
"261300 SAO BENTO DO UNA";2;2;2;2;2;2;2;2;2;2;2;2
"261310 SAO CAITANO";2;2;2;2;2;2;2;2;2;2;2;2
"261330 SAO JOAQUIM DO MONTE";7;7;7;7;7;7;7;7;7;7;7;7
"261350 SAO JOSE DO BELMONTE";2;2;2;2;2;2;2;2;2;2;2;2
"261360 SAO JOSE DO EGITO";4;4;4;4;4;4;4;4;4;4;4;4
"261370 SAO LOURENCO DA MATA";1;1;1;1;1;1;1;1;1;1;1;1
"261390 SERRA TALHADA";12;12;12;12;16;16;16;16;16;16;16;14
"261400 SERRITA";1;1;1;1;1;1;1;1;1;1;1;1
"261450 SURUBIM";3;3;3;3;3;3;3;3;3;3;3;3
"261460 TABIRA";3;3;3;3;3;3;3;3;3;3;3;3
"261500 TAQUARITINGA DO NORTE";3;3;3;3;3;3;3;3;3;3;3;3
"261510 TEREZINHA";2;2;2;2;2;2;2;2;2;2;2;2
"261530 TIMBAUBA";6;6;6;6;6;6;6;6;6;6;6;6
"261540 TORITAMA";5;5;5;5;5;5;5;5;5;5;5;5
"261570 TRIUNFO";1;1;1;1;1;1;1;1;1;1;1;1
"261590 TUPARETAMA";2;2;2;2;2;2;2;2;2;2;2;2
"261600 VENTUROSA";2;2;2;2;2;2;2;2;2;2;2;2
"261610 VERDEJANTE";2;2;2;2;2;2;2;2;2;2;2;2
"261620 VERTENTES";-;-;-;-;2;2;2;2;2;2;2;2
"261630 VICENCIA";2;2;2;2;2;2;2;2;2;2;2;2
"261640 VITORIA DE SANTO ANTAO";14;14;14;14;14;14;14;14;14;14;14;14
"270020 ANADIA";5;5;5;5;5;5;5;5;5;5;5;5
"270030 ARAPIRACA";53;53;53;53;53;53;53;47;47;47;47;47
"270040 ATALAIA";1;1;1;1;1;1;1;1;1;1;1;1
"270050 BARRA DE SANTO ANTONIO";4;4;4;4;4;4;4;4;4;4;4;4
"270060 BARRA DE SAO MIGUEL";3;3;3;3;3;3;3;3;3;3;3;3
"270070 BATALHA";3;3;3;3;3;3;3;3;3;3;3;3
"270100 BOCA DA MATA";1;1;1;1;1;1;1;1;1;1;1;1
"270110 BRANQUINHA";1;1;1;1;1;1;1;1;1;1;1;1
"270120 CACIMBINHAS";1;1;1;1;1;1;1;1;1;1;1;1
"270140 CAMPO ALEGRE";14;14;14;14;14;14;14;15;15;15;15;15
"270150 CAMPO GRANDE";2;2;2;2;2;2;2;2;2;2;2;2
"270160 CANAPI";1;1;1;1;1;1;1;1;1;1;1;1
"270170 CAPELA";11;11;11;11;11;11;11;11;11;11;11;11
"270180 CARNEIROS";6;6;6;6;6;6;6;6;6;6;6;6
"270210 COLONIA LEOPOLDINA";10;10;10;10;10;10;10;10;10;10;10;10
"270220 COQUEIRO SECO";6;6;6;6;6;6;6;6;6;6;6;6
"270230 CORURIPE";10;10;10;10;10;10;10;10;10;10;10;10
"270235 CRAIBAS";3;3;3;3;3;3;3;3;3;3;3;3
"270240 DELMIRO GOUVEIA";13;13;13;13;13;13;13;13;13;13;13;13
"270255 ESTRELA DE ALAGOAS";4;4;4;4;4;4;4;4;4;4;4;4
"270260 FEIRA GRANDE";1;1;1;1;1;1;1;1;1;1;1;1
"270290 GIRAU DO PONCIANO";2;2;2;2;2;2;2;2;2;2;2;2
"270320 IGREJA NOVA";5;5;5;5;5;5;5;5;5;5;5;5
"270350 JACUIPE";3;3;3;3;3;3;3;3;3;3;3;3
"270360 JAPARATINGA";2;2;2;2;2;2;2;2;2;2;2;2
"270375 JEQUIA DA PRAIA";11;11;11;11;11;11;11;11;11;11;11;11
"270390 JUNDIA";6;6;6;6;6;6;6;6;6;6;6;6
"270410 LAGOA DA CANOA";4;4;4;4;4;4;4;4;4;4;4;4
"270420 LIMOEIRO DE ANADIA";1;1;1;1;1;1;1;1;1;1;1;1
"270430 MACEIO";185;194;194;194;194;194;194;196;196;196;196;196
"270440 MAJOR ISIDORO";7;7;7;7;7;7;7;7;7;7;7;7
"270450 MARAGOGI";14;14;14;16;16;16;16;16;16;16;16;16
"270460 MARAVILHA";1;1;1;1;1;1;1;1;1;1;1;1
"270470 MARECHAL DEODORO";7;7;7;7;7;7;7;7;7;7;7;7
"270490 MAR VERMELHO";7;7;7;7;7;7;7;7;7;7;7;7
"270500 MATA GRANDE";4;4;4;4;4;4;4;4;4;4;4;4
"270510 MATRIZ DE CAMARAGIBE";4;4;4;4;4;4;4;4;4;4;4;4
"270530 MINADOR DO NEGRAO";5;5;5;5;5;5;5;5;5;5;5;5
"270550 MURICI";8;8;8;8;8;8;8;8;8;8;8;8
"270570 OLHO D'AGUA DAS FLORES";9;9;9;9;9;9;9;9;9;9;9;9
"270580 OLHO D'AGUA DO CASADO";2;2;2;2;2;2;2;2;2;2;2;2
"270590 OLHO D'AGUA GRANDE";3;3;3;3;3;3;3;3;3;3;3;3
"270600 OLIVENCA";1;1;1;1;1;1;1;1;1;1;1;1
"270610 OURO BRANCO";1;1;1;1;1;1;1;1;1;1;1;1
"270620 PALESTINA";1;1;1;1;1;1;1;1;1;1;1;1
"270630 PALMEIRA DOS INDIOS";14;14;14;14;14;14;14;14;14;14;14;14
"270640 PAO DE ACUCAR";2;2;2;2;2;2;2;2;2;2;2;2
"270642 PARICONHA";7;7;7;7;7;7;7;7;7;7;7;7
"270644 PARIPUEIRA";2;2;2;2;2;2;2;2;2;2;2;2
"270650 PASSO DE CAMARAGIBE";8;8;8;8;8;8;8;8;8;8;8;8
"270660 PAULO JACINTO";1;1;1;1;1;1;1;1;1;1;1;1
"270670 PENEDO";8;8;8;8;8;8;8;8;8;8;8;8
"270680 PIACABUCU";10;10;10;10;10;10;10;10;10;10;10;10
"270690 PILAR";5;5;5;5;5;5;5;5;5;5;5;5
"270720 POCO DAS TRINCHEIRAS";4;4;4;4;4;4;4;4;4;4;4;4
"270730 PORTO CALVO";5;5;5;5;5;5;5;5;5;5;5;5
"270740 PORTO DE PEDRAS";1;1;1;1;1;1;1;1;1;1;1;1
"270760 QUEBRANGULO";1;1;1;1;1;1;1;1;1;1;1;1
"270770 RIO LARGO";5;5;5;5;5;5;5;5;5;5;5;5
"270780 ROTEIRO";3;3;3;3;3;3;3;3;3;3;3;3
"270790 SANTA LUZIA DO NORTE";4;4;4;4;4;4;2;2;2;2;2;2
"270800 SANTANA DO IPANEMA";4;4;4;4;4;4;4;4;4;4;4;4
"270830 SAO JOSE DA LAJE";5;5;5;5;5;5;5;5;5;5;5;5
"270840 SAO JOSE DA TAPERA";1;1;1;1;1;1;1;2;2;2;2;2
"270850 SAO LUIS DO QUITUNDE";5;5;5;5;5;5;5;5;5;5;5;5
"270860 SAO MIGUEL DOS CAMPOS";1;1;1;1;1;1;1;1;1;1;1;1
"270870 SAO MIGUEL DOS MILAGRES";10;10;10;10;10;10;10;10;10;10;10;10
"270890 SATUBA";1;1;1;1;1;1;1;1;1;1;1;1
"270895 SENADOR RUI PALMEIRA";4;4;4;4;4;4;4;4;4;4;4;4
"270915 TEOTONIO VILELA";19;19;19;19;20;20;20;20;20;20;20;20
"270930 UNIAO DOS PALMARES";3;3;3;3;3;3;3;3;3;3;3;3
"280010 AMPARO DE SAO FRANCISCO";1;1;1;1;1;1;1;1;1;1;1;1
"280030 ARACAJU";95;95;95;95;95;95;95;95;95;95;95;95
"280050 AREIA BRANCA";4;4;4;4;4;4;4;4;4;4;4;4
"280060 BARRA DOS COQUEIROS";4;4;4;4;4;4;4;4;4;4;4;4
"280067 BOQUIM";2;2;2;2;2;2;2;2;2;2;2;2
"280070 BREJO GRANDE";3;3;3;3;3;3;3;3;3;3;3;3
"280100 CAMPO DO BRITO";10;10;10;10;10;10;10;10;10;10;10;10
"280140 CARIRA";4;4;4;4;4;4;4;4;4;4;4;4
"280150 CARMOPOLIS";1;1;1;1;1;1;1;1;1;1;1;1
"280240 GARARU";7;7;7;7;7;7;7;7;7;7;7;7
"280250 GENERAL MAYNARD";1;1;1;1;1;1;1;1;1;1;1;1
"280260 GRACHO CARDOSO";2;2;2;2;2;2;2;2;2;2;2;2
"280270 ILHA DAS FLORES";8;8;8;8;8;8;8;8;8;8;8;8
"280290 ITABAIANA";3;3;3;3;3;3;3;3;3;3;3;3
"280310 ITABI";4;4;4;4;4;4;4;4;4;4;4;4
"280320 ITAPORANGA D'AJUDA";2;2;2;2;2;2;2;2;2;2;2;2
"280350 LAGARTO";15;15;15;15;25;25;25;25;25;25;25;25
"280370 MACAMBIRA";3;3;3;3;3;3;3;3;3;3;3;3
"280380 MALHADA DOS BOIS";3;3;3;3;3;3;3;3;3;3;3;3
"280400 MARUIM";3;3;3;3;3;3;3;3;3;3;3;3
"280410 MOITA BONITA";12;12;12;12;12;12;12;12;12;12;12;12
"280440 NEOPOLIS";1;1;1;1;1;1;1;1;1;1;1;1
"280450 NOSSA SENHORA DA GLORIA";2;2;2;2;2;2;2;2;2;2;2;2
"280460 NOSSA SENHORA DAS DORES";4;4;4;4;4;4;4;4;4;4;4;4
"280470 NOSSA SENHORA DE LOURDES";7;7;7;7;7;7;7;7;7;7;7;7
"280480 NOSSA SENHORA DO SOCORRO";9;9;9;9;9;9;9;9;9;9;9;9
"280500 PEDRA MOLE";6;6;6;6;6;6;6;6;6;6;6;6
"280510 PEDRINHAS";3;3;3;3;3;3;3;3;3;3;3;3
"280520 PINHAO";3;3;3;3;3;3;3;3;3;3;3;3
"280540 POCO REDONDO";9;9;9;9;9;9;9;9;9;9;9;9
"280550 POCO VERDE";2;2;2;2;2;2;2;2;2;2;2;2
"280580 RIACHAO DO DANTAS";5;5;5;5;5;5;5;5;5;5;5;5
"280620 SALGADO";1;1;1;1;1;1;1;1;1;1;1;1
"280650 SANTA ROSA DE LIMA";2;2;2;2;2;2;2;2;2;2;2;2
"280660 SANTO AMARO DAS BROTAS";3;3;3;3;3;3;3;3;3;3;3;3
"280670 SAO CRISTOVAO";19;19;19;19;19;19;19;19;19;19;19;19
"280700 SAO MIGUEL DO ALEIXO";3;3;3;3;3;3;3;3;3;3;3;3
"280720 SIRIRI";6;6;6;6;6;6;6;6;6;6;6;6
"280730 TELHA";1;1;1;1;1;1;1;1;1;1;1;1
"280740 TOBIAS BARRETO";6;6;6;6;6;6;6;6;6;6;6;6
"290010 ABAIRA";4;4;4;4;4;4;4;4;4;4;4;4
"290020 ABARE";2;2;2;2;2;2;2;2;2;2;2;2
"290030 ACAJUTIBA";3;3;3;3;3;3;3;3;3;3;3;3
"290035 ADUSTINA";2;2;2;2;2;2;2;2;2;2;2;2
"290040 AGUA FRIA";1;1;1;1;1;1;1;1;1;1;1;1
"290070 ALAGOINHAS";28;28;28;28;28;28;28;28;28;28;28;28
"290080 ALCOBACA";1;1;1;1;1;1;1;1;1;1;1;1
"290090 ALMADINA";4;4;4;4;4;4;4;4;4;4;4;4
"290110 AMELIA RODRIGUES";7;10;10;10;10;10;10;10;10;10;10;10
"290115 AMERICA DOURADA";3;3;4;4;4;4;4;4;4;4;4;4
"290130 ANDARAI";11;11;11;11;11;11;11;11;11;11;11;11
"290135 ANDORINHA";4;4;4;4;4;4;4;4;4;4;4;4
"290160 ANTAS";2;2;2;2;2;2;2;2;2;2;2;2
"290170 ANTONIO CARDOSO";1;1;1;1;1;1;1;1;1;1;1;1
"290180 ANTONIO GONCALVES";2;2;2;2;2;2;2;2;2;2;2;2
"290190 APORA";11;11;11;11;11;11;11;11;11;11;11;11
"290195 APUAREMA";1;1;1;1;1;1;1;1;1;1;1;1
"290200 ARACATU";2;2;2;2;2;2;2;2;2;2;2;2
"290210 ARACI";6;6;6;6;6;6;6;6;6;6;6;6
"290220 ARAMARI";3;3;3;3;3;3;3;3;3;3;3;3
"290225 ARATACA";8;8;8;8;8;8;8;8;8;8;8;8
"290240 AURELINO LEAL";3;3;3;3;3;3;3;3;3;3;3;3
"290250 BAIANOPOLIS";2;2;2;2;2;2;2;2;2;2;2;2
"290260 BAIXA GRANDE";6;6;6;6;6;6;6;6;6;6;6;6
"290265 BANZAE";6;6;6;6;6;6;6;6;6;6;6;6
"290280 BARRA DA ESTIVA";13;13;13;13;13;13;13;13;13;13;13;13
"290290 BARRA DO CHOCA";1;1;1;1;1;1;1;1;1;1;1;1
"290320 BARREIRAS";20;20;20;20;20;20;20;20;20;20;20;20
"290327 BARROCAS";6;6;6;6;6;6;3;3;3;3;3;3
"290330 BARRO PRETO";3;3;3;3;3;3;3;3;3;3;3;3
"290340 BELMONTE";2;2;2;2;2;2;2;2;2;2;2;2
"290350 BELO CAMPO";6;6;6;6;6;6;6;6;6;6;6;6
"290380 BOA VISTA DO TUPIM";3;3;3;3;3;3;3;3;3;3;3;3
"290390 BOM JESUS DA LAPA";2;2;2;2;2;2;2;2;2;2;2;2
"290395 BOM JESUS DA SERRA";2;2;2;2;2;2;2;2;2;2;2;2
"290405 BONITO";2;2;2;2;2;2;2;2;2;2;2;2
"290430 BREJOES";2;2;2;2;2;2;2;2;2;2;2;2
"290450 BROTAS DE MACAUBAS";2;2;2;2;2;2;2;2;2;2;2;2
"290460 BRUMADO";13;13;13;13;13;13;13;13;13;13;13;13
"290475 BURITIRAMA";3;3;3;3;3;3;3;3;3;3;3;3
"290480 CAATIBA";2;2;2;2;2;2;2;2;2;2;2;2
"290485 CABACEIRAS DO PARAGUACU";10;10;10;10;10;10;10;10;10;10;10;10
"290490 CACHOEIRA";4;4;4;4;4;4;4;4;4;4;4;4
"290500 CACULE";20;20;20;20;20;20;20;20;20;20;20;20
"290515 CAETANOS";9;9;9;9;9;9;9;9;9;9;9;9
"290520 CAETITE";2;2;2;2;2;2;2;2;2;2;2;2
"290530 CAFARNAUM";1;1;1;1;1;1;1;1;1;1;1;1
"290540 CAIRU";6;6;6;6;6;6;6;6;6;6;6;6
"290550 CALDEIRAO GRANDE";2;2;2;2;2;2;2;2;2;2;2;2
"290560 CAMACAN";3;3;3;3;3;3;3;3;3;3;3;3
"290570 CAMACARI";43;53;33;33;33;33;33;33;33;33;33;33
"290580 CAMAMU";5;5;5;5;5;5;5;5;5;5;5;5
"290600 CAMPO FORMOSO";14;14;14;14;14;14;14;14;14;18;18;18
"290610 CANAPOLIS";7;7;7;7;7;7;7;7;7;7;7;7
"290620 CANARANA";1;1;1;1;1;1;1;1;1;1;1;1
"290650 CANDEIAS";3;3;3;3;3;3;3;3;3;3;3;3
"290660 CANDIBA";2;2;2;2;2;2;2;2;2;2;2;2
"290670 CANDIDO SALES";1;1;1;1;1;1;1;1;1;1;1;1
"290680 CANSANCAO";3;3;3;3;3;3;3;3;3;3;3;3
"290682 CANUDOS";2;2;2;2;2;2;2;2;2;2;2;2
"290687 CAPIM GROSSO";19;19;19;19;19;19;19;19;19;19;19;19
"290689 CARAIBAS";1;1;1;1;1;1;1;2;2;2;2;2
"290690 CARAVELAS";4;4;4;4;4;4;4;4;4;4;4;4
"290700 CARDEAL DA SILVA";1;1;1;1;1;1;1;1;1;1;1;1
"290710 CARINHANHA";6;6;6;6;6;6;6;6;6;6;6;6
"290720 CASA NOVA";5;5;5;5;5;5;5;5;5;5;5;5
"290740 CATOLANDIA";4;4;4;4;4;4;4;4;4;4;4;4
"290750 CATU";5;5;5;5;5;5;5;5;5;5;5;5
"290760 CENTRAL";2;2;2;2;2;2;2;2;2;2;2;2
"290770 CHORROCHO";1;1;1;1;1;1;1;1;1;1;1;1
"290780 CICERO DANTAS";5;5;5;5;5;5;5;5;5;5;5;5
"290790 CIPO";6;6;6;6;6;6;6;6;6;6;6;6
"290800 COARACI";3;3;3;3;3;3;3;3;3;3;3;3
"290810 COCOS";2;2;2;2;2;2;2;2;2;2;2;2
"290820 CONCEICAO DA FEIRA";2;2;2;2;2;2;2;2;2;2;2;2
"290840 CONCEICAO DO COITE";10;10;10;10;10;10;10;10;10;10;10;10
"290850 CONCEICAO DO JACUIPE";-;-;-;-;-;1;1;1;1;1;1;1
"290860 CONDE";11;11;11;11;11;11;11;11;11;11;11;11
"290890 CORACAO DE MARIA";8;8;8;8;8;8;8;8;8;8;8;8
"290910 CORIBE";5;5;5;5;5;5;5;5;5;5;5;5
"290920 CORONEL JOAO SA";1;1;1;1;1;1;1;1;1;1;1;1
"290930 CORRENTINA";9;9;9;9;9;9;9;9;9;9;9;9
"290950 CRAVOLANDIA";3;3;3;2;2;2;2;2;2;2;2;2
"290980 CRUZ DAS ALMAS";8;8;8;8;8;8;8;8;8;8;8;8
"290990 CURACA";-;-;-;-;-;-;-;2;2;2;2;2
"291005 DIAS D'AVILA";7;7;7;7;7;7;7;7;7;7;7;7
"291010 DOM BASILIO";9;8;8;8;8;8;8;8;8;8;8;8
"291020 DOM MACEDO COSTA";6;6;6;6;6;6;6;6;6;6;6;6
"291030 ELISIO MEDRADO";2;2;2;2;2;2;2;2;2;2;2;2
"291040 ENCRUZILHADA";3;3;3;3;3;3;3;3;3;3;3;3
"291050 ENTRE RIOS";8;8;8;8;8;8;8;8;8;8;8;8
"291060 ESPLANADA";15;15;15;15;15;15;15;15;15;15;15;16
"291070 EUCLIDES DA CUNHA";12;12;12;12;12;12;12;12;12;12;12;12
"291072 EUNAPOLIS";22;22;22;22;22;22;22;22;22;22;22;22
"291077 FEIRA DA MATA";14;14;14;14;14;14;14;14;14;14;14;14
"291080 FEIRA DE SANTANA";125;125;126;126;126;126;120;125;127;127;130;130
"291085 FILADELFIA";6;6;6;6;6;5;5;5;5;5;5;5
"291090 FIRMINO ALVES";3;3;3;3;3;3;3;3;3;3;3;3
"291110 FORMOSA DO RIO PRETO";4;4;4;4;4;4;4;4;4;4;4;4
"291120 GANDU";1;1;1;1;1;1;1;1;1;1;1;1
"291125 GAVIAO";2;8;8;8;8;8;8;8;8;8;8;8
"291140 GLORIA";8;8;8;8;8;9;9;9;9;9;9;9
"291160 GOVERNADOR MANGABEIRA";8;8;8;8;8;8;8;8;8;8;8;8
"291165 GUAJERU";2;2;2;2;2;2;2;2;2;2;2;2
"291170 GUANAMBI";38;38;38;38;38;38;38;38;38;38;38;38
"291180 GUARATINGA";3;3;3;3;3;3;3;3;3;3;3;3
"291185 HELIOPOLIS";5;5;5;5;5;5;5;5;5;5;5;5
"291190 IACU";8;8;8;8;8;8;8;8;8;8;8;8
"291220 IBICOARA";13;13;13;13;13;13;13;13;13;13;13;13
"291240 IBIPEBA";6;6;6;6;6;6;6;6;6;6;6;6
"291250 IBIPITANGA";3;3;3;3;3;3;3;3;3;3;3;3
"291270 IBIRAPITANGA";6;6;6;6;6;6;6;6;6;6;6;6
"291280 IBIRAPUA";5;5;5;5;5;5;5;5;5;5;5;5
"291290 IBIRATAIA";2;2;2;2;2;2;2;2;2;2;2;2
"291300 IBITIARA";8;8;8;8;8;8;8;8;8;8;8;8
"291320 IBOTIRAMA";7;7;7;7;7;7;7;7;7;7;7;7
"291330 ICHU";4;4;4;4;4;4;4;4;4;4;4;4
"291340 IGAPORA";8;8;8;8;8;8;8;8;8;8;8;8
"291345 IGRAPIUNA";3;3;3;3;3;3;3;3;3;3;3;3
"291350 IGUAI";1;1;1;1;1;1;1;1;1;1;1;1
"291360 ILHEUS";38;38;38;38;38;38;38;38;38;38;38;38
"291370 INHAMBUPE";3;3;3;3;3;3;3;3;3;3;3;3
"291380 IPECAETA";8;8;8;8;8;8;8;8;8;8;8;8
"291390 IPIAU";1;1;1;1;1;1;1;1;1;1;1;1
"291400 IPIRA";12;12;12;12;12;12;12;12;12;12;12;12
"291410 IPUPIARA";3;3;3;3;3;3;3;3;3;3;3;3
"291420 IRAJUBA";3;3;3;3;3;3;3;3;3;3;3;3
"291440 IRAQUARA";1;1;1;1;1;1;1;1;1;1;1;1
"291450 IRARA";11;11;11;11;11;10;11;11;11;11;11;11
"291460 IRECE";10;10;10;13;13;13;13;13;13;13;13;13
"291470 ITABERABA";16;16;16;16;16;16;16;16;16;16;16;16
"291480 ITABUNA";53;53;53;53;53;53;53;53;53;53;53;51
"291490 ITACARE";1;-;-;-;-;-;-;-;-;-;-;-
"291500 ITAETE";5;5;5;5;5;5;5;5;5;5;5;5
"291540 ITAJU DO COLONIA";2;2;2;2;2;2;2;2;2;2;2;2
"291560 ITAMARAJU";2;2;2;2;2;2;2;2;2;2;2;2
"291570 ITAMARI";2;2;2;2;2;2;2;2;2;2;2;2
"291580 ITAMBE";1;1;1;1;1;1;1;1;1;1;1;1
"291590 ITANAGRA";6;6;6;6;6;6;6;6;6;6;6;6
"291600 ITANHEM";5;5;5;5;5;5;5;5;5;5;5;5
"291610 ITAPARICA";5;5;5;5;5;5;5;5;5;5;5;5
"291620 ITAPE";4;4;4;4;4;4;4;4;4;4;4;4
"291630 ITAPEBI";1;1;1;1;1;1;1;1;1;1;1;1
"291640 ITAPETINGA";6;6;6;6;6;6;6;6;6;6;6;6
"291680 ITARANTIM";3;3;3;3;3;3;3;3;3;3;3;3
"291690 ITIRUCU";4;4;4;4;4;4;4;4;4;4;4;4
"291700 ITIUBA";2;2;2;2;2;2;2;2;2;2;2;2
"291710 ITORORO";1;1;1;1;1;1;1;1;1;1;1;1
"291720 ITUACU";2;3;3;3;3;3;3;3;3;3;3;3
"291730 ITUBERA";3;3;3;3;3;3;3;3;3;3;3;3
"291733 IUIU";1;1;1;1;1;1;1;1;1;1;1;1
"291740 JACARACI";12;12;12;12;12;12;12;12;12;12;12;10
"291750 JACOBINA";59;59;59;59;59;59;59;59;65;65;65;64
"291770 JAGUARARI";1;1;1;1;1;1;1;1;1;1;1;1
"291800 JEQUIE";22;22;22;22;22;20;20;20;20;20;20;20
"291810 JEREMOABO";4;4;4;4;4;4;4;4;4;4;4;4
"291830 JITAUNA";3;3;3;3;3;3;3;3;3;3;3;3
"291835 JOAO DOURADO";6;6;6;6;6;6;6;6;6;6;6;6
