CNES - Recursos Físicos - Ambulatório - Leitos de Repouso e Observação - Brasil
Leitos Repouso/Observação Femin por Município e Ano/mês compet.
Período:2024
"Município";"2024/Jan";"2024/Fev";"2024/Mar";"2024/Abr";"2024/Mai";"2024/Jun";"2024/Jul";"2024/Ago";"2024/Set";"2024/Out";"2024/Nov";"2024/Dez"
"250700 ITAPORANGA";4;4;4;4;4;4;4;4;4;4;4;4
"250720 ITATUBA";4;4;4;4;4;4;4;4;4;4;4;4
"250730 JACARAU";6;6;6;6;6;6;6;6;6;6;6;6
"250750 JOAO PESSOA";48;48;48;48;48;48;48;48;48;48;48;48
"250790 JURIPIRANGA";4;4;4;4;4;4;4;4;4;4;4;4
"250810 LAGOA";2;2;2;2;2;2;2;2;2;2;2;2
"250830 LAGOA SECA";3;3;3;3;3;3;3;3;3;3;3;3
"250840 LASTRO";2;2;2;2;2;2;2;2;2;2;2;2
"250850 LIVRAMENTO";3;3;3;3;3;3;3;3;3;3;3;3
"250890 MAMANGUAPE";2;2;2;2;2;2;2;2;2;2;2;2
"250910 MARI";1;1;1;1;1;1;1;1;1;1;1;1
"250920 MASSARANDUBA";1;1;1;1;1;1;1;1;1;1;1;1
"250930 MATARACA";2;2;2;2;2;2;2;2;2;2;2;2
"250937 MATO GROSSO";1;1;1;1;1;1;1;1;1;1;1;1
"250970 MONTEIRO";5;5;5;5;5;5;5;5;5;5;5;5
"251040 OLHO D'AGUA";1;1;1;1;1;1;1;1;1;1;1;1
"251090 PAULISTA";4;4;4;4;4;4;4;4;4;4;4;4
"251150 PILAR";1;1;1;1;1;1;1;1;1;1;1;1
"251190 PITIMBU";2;2;2;2;2;2;2;2;2;2;2;2
"251200 POCINHOS";3;3;3;3;3;3;3;3;3;3;3;3
"251203 POCO DANTAS";2;2;2;2;2;2;2;2;2;2;2;2
"251210 POMBAL";5;5;5;5;5;5;5;5;5;5;5;5
"251220 PRATA";-;-;-;-;-;4;4;4;4;4;4;4
"251250 QUEIMADAS";8;8;8;8;8;8;8;8;8;8;8;8
"251320 SANTA CRUZ";7;7;7;7;7;1;1;1;1;1;1;1
"251335 SANTA INES";1;1;1;1;1;1;1;1;1;1;1;1
"251360 SANTANA DOS GARROTES";6;6;6;6;6;6;6;6;6;6;6;6
"251365 JOCA CLAUDINO";2;2;2;2;2;2;2;2;2;2;2;2
"251370 SANTA RITA";5;5;5;5;5;5;5;5;5;5;5;5
"251385 SANTO ANDRE";7;7;7;7;7;7;7;7;7;7;7;7
"251392 SAO BENTINHO";3;3;3;3;3;3;3;3;3;3;3;3
"251396 SAO DOMINGOS";2;2;2;2;2;2;2;2;2;2;2;2
"251445 SAO JOSE DOS RAMOS";2;2;2;2;2;2;2;2;2;2;2;2
"251450 SAO JOSE DE PIRANHAS";4;4;4;4;4;4;4;4;4;4;4;4
"251460 SAO JOSE DO BONFIM";6;6;6;6;6;6;6;6;6;6;6;6
"251510 SAO SEBASTIAO DE LAGOA DE ROCA";6;6;6;6;6;6;6;6;6;6;6;6
"251520 SAO SEBASTIAO DO UMBUZEIRO";8;8;8;8;8;8;8;8;8;8;8;8
"251540 SAO VICENTE DO SERIDO";-;-;-;-;-;-;-;-;-;1;1;1
"251570 SERRA GRANDE";4;4;4;4;4;4;4;4;4;4;4;4
"251590 SERRARIA";3;3;3;3;3;3;3;3;3;3;3;3
"251593 SERTAOZINHO";2;2;2;2;2;2;2;2;2;2;2;2
"251610 SOLEDADE";4;4;4;4;4;4;4;4;4;4;4;4
"251620 SOUSA";2;2;2;2;2;2;2;2;2;2;2;2
"251670 TEIXEIRA";8;8;8;8;8;8;8;8;8;8;8;8
"251720 VIEIROPOLIS";1;1;1;1;1;1;1;1;1;1;1;1
"251740 ZABELE";3;3;3;3;3;3;3;3;3;3;3;3
"260005 ABREU E LIMA";5;5;5;5;5;5;5;5;5;5;5;5
"260010 AFOGADOS DA INGAZEIRA";1;1;1;1;1;1;1;1;1;1;1;1
"260020 AFRANIO";6;6;6;6;6;6;6;6;6;6;6;6
"260030 AGRESTINA";-;-;-;-;-;16;16;16;16;16;16;16
"260040 AGUA PRETA";3;3;3;3;3;3;3;3;3;3;3;3
"260110 ARARIPINA";3;3;3;3;3;3;3;3;3;3;3;3
"260120 ARCOVERDE";4;4;4;4;4;4;4;4;4;4;4;4
"260140 BARREIROS";3;3;3;3;3;3;3;3;3;3;3;3
"260180 BETANIA";1;1;1;1;1;1;1;1;1;1;1;1
"260260 BREJO DA MADRE DE DEUS";3;3;3;3;3;3;3;3;3;3;3;3
"260280 BUIQUE";2;2;2;2;2;2;2;2;2;2;2;2
"260345 CAMARAGIBE";32;32;32;32;32;32;32;32;32;32;32;32
"260360 CAMUTANGA";6;6;6;6;6;6;6;6;6;6;6;6
"260410 CARUARU";16;16;16;16;16;16;16;16;16;16;16;16
"260520 ESCADA";5;5;5;5;5;5;5;5;5;5;5;5
"260530 EXU";3;3;3;3;3;3;3;3;3;3;3;3
"260560 FLORES";2;2;2;2;2;2;2;2;2;2;2;2
"260650 IATI";4;4;4;4;4;4;4;4;4;4;4;4
"260680 IGARASSU";2;2;2;2;2;2;2;2;2;2;2;2
"260720 IPOJUCA";9;9;9;9;9;9;9;9;9;9;9;9
"260790 JABOATAO DOS GUARARAPES";11;11;11;11;11;11;11;11;11;11;11;11
"260795 JAQUEIRA";2;2;2;2;2;2;2;2;2;2;2;2
"260820 JOAQUIM NABUCO";4;4;4;4;4;4;4;4;4;4;4;4
"260845 LAGOA DO CARRO";1;1;1;1;1;1;1;1;1;1;1;1
"260890 LIMOEIRO";2;2;2;2;2;2;2;2;2;2;2;2
"260960 OLINDA";4;4;4;4;4;4;4;4;4;5;5;5
"260970 OROBO";1;1;1;1;1;1;1;1;1;1;1;1
"260990 OURICURI";4;4;4;4;4;4;4;4;4;4;4;4
"261060 PAUDALHO";1;1;1;1;1;1;1;1;1;1;1;1
"261070 PAULISTA";6;6;6;6;6;6;6;6;6;6;6;6
"261090 PESQUEIRA";1;1;1;1;1;1;1;1;1;1;1;1
"261150 QUIPAPA";1;1;1;1;1;1;1;1;1;1;1;1
"261153 QUIXABA";4;4;4;4;4;4;4;4;4;4;4;4
"261160 RECIFE";36;36;36;36;36;36;38;38;38;38;38;38
"261247 SANTA CRUZ DA BAIXA VERDE";3;3;3;3;3;3;3;3;3;3;3;3
"261290 SAO BENEDITO DO SUL";6;6;6;6;6;6;6;6;6;6;6;6
"261370 SAO LOURENCO DA MATA";1;1;1;1;1;1;1;1;1;1;1;1
"261390 SERRA TALHADA";4;4;2;2;2;2;2;2;2;2;2;2
"261430 MOREILANDIA";5;5;5;5;5;5;5;5;5;5;5;5
"261450 SURUBIM";1;1;1;1;1;1;1;1;1;1;1;1
"261480 TACARATU";9;9;9;9;9;9;9;9;9;9;9;9
"261560 TRINDADE";2;2;2;2;2;2;2;2;2;2;2;2
"261570 TRIUNFO";3;3;3;3;3;3;3;3;3;3;3;3
"270030 ARAPIRACA";9;9;9;9;9;9;9;9;9;9;9;9
"270040 ATALAIA";2;2;2;2;2;2;2;2;2;2;2;2
"270400 JUNQUEIRO";1;1;1;1;1;1;1;1;1;1;1;1
"270410 LAGOA DA CANOA";2;2;2;2;2;2;2;2;2;2;2;2
"270430 MACEIO";13;13;13;13;17;17;17;17;17;17;17;17
"270520 MESSIAS";1;1;1;1;1;1;1;1;1;1;1;1
"270644 PARIPUEIRA";-;-;-;-;-;-;-;-;-;-;24;24
"270650 PASSO DE CAMARAGIBE";5;5;5;5;5;5;5;5;5;5;5;5
"270680 PIACABUCU";6;6;6;6;6;6;6;6;6;6;6;6
"270720 POCO DAS TRINCHEIRAS";3;3;3;3;3;3;3;3;3;3;3;3
"270800 SANTANA DO IPANEMA";4;4;4;4;4;4;4;4;4;4;4;4
"270890 SATUBA";2;2;2;2;2;-;-;-;-;-;-;-
"270930 UNIAO DOS PALMARES";1;1;1;1;1;1;1;1;1;1;1;1
"280030 ARACAJU";18;18;18;18;18;18;18;18;18;18;18;18
"280050 AREIA BRANCA";50;50;50;50;50;50;50;50;50;50;50;50
"280150 CARMOPOLIS";4;4;4;4;4;4;4;4;4;4;4;4
"280290 ITABAIANA";8;8;8;8;8;8;8;8;8;8;8;8
"280300 ITABAIANINHA";13;13;13;13;13;13;13;13;13;13;13;13
"280350 LAGARTO";4;4;4;4;4;4;4;4;4;4;4;4
"280440 NEOPOLIS";4;4;4;4;4;4;4;4;4;4;4;4
"280520 PINHAO";4;4;4;4;4;4;4;4;4;4;4;4
"280580 RIACHAO DO DANTAS";5;5;5;5;5;5;5;5;5;5;5;5
"280760 UMBAUBA";2;2;2;2;2;2;2;2;2;2;2;2
"290030 ACAJUTIBA";2;2;2;2;2;2;2;2;2;2;2;2
"290050 ERICO CARDOSO";4;4;4;4;4;4;4;4;4;4;4;4
"290080 ALCOBACA";1;1;1;1;1;1;1;1;1;1;1;1
"290100 AMARGOSA";2;2;2;2;2;2;2;2;2;2;2;2
"290120 ANAGE";3;3;3;3;3;3;3;3;3;3;3;3
"290130 ANDARAI";3;3;3;3;3;3;3;3;3;3;3;3
"290140 ANGICAL";3;3;3;3;3;3;3;3;3;3;3;3
"290160 ANTAS";4;4;4;4;4;4;4;4;4;4;4;4
"290180 ANTONIO GONCALVES";2;2;2;2;2;2;2;2;2;2;2;2
"290240 AURELINO LEAL";3;3;3;3;3;3;3;3;3;3;3;3
"290320 BARREIRAS";2;2;2;2;2;2;2;2;2;2;2;2
"290420 BOTUPORA";1;1;1;1;1;1;1;1;1;1;1;1
"290430 BREJOES";2;2;2;2;2;2;2;2;2;2;2;2
"290450 BROTAS DE MACAUBAS";4;4;4;4;4;4;4;4;4;4;4;4
"290485 CABACEIRAS DO PARAGUACU";1;1;1;1;1;1;1;1;1;1;1;1
"290510 CAEM";2;2;2;2;2;2;2;2;2;2;2;2
"290515 CAETANOS";6;6;6;6;6;6;6;6;6;6;6;6
"290520 CAETITE";3;3;3;3;3;3;3;3;3;3;3;3
"290560 CAMACAN";2;2;2;2;2;2;2;2;2;2;2;2
"290570 CAMACARI";1;1;1;1;1;1;1;1;1;1;1;1
"290590 CAMPO ALEGRE DE LOURDES";2;2;2;2;2;2;2;2;2;2;2;2
"290670 CANDIDO SALES";1;1;1;1;1;1;1;1;1;1;1;1
"290680 CANSANCAO";2;2;2;2;2;2;2;2;2;2;2;2
"290687 CAPIM GROSSO";2;2;2;2;2;2;2;2;2;2;2;2
"290690 CARAVELAS";2;2;2;2;2;2;2;2;2;2;2;2
"290730 CASTRO ALVES";2;2;2;2;2;2;2;2;2;2;2;2
"290755 CATURAMA";2;2;2;2;2;2;2;2;2;2;2;2
"290760 CENTRAL";2;2;2;2;2;2;2;2;2;2;2;2
"290770 CHORROCHO";3;3;3;3;3;3;3;3;3;3;3;3
"290920 CORONEL JOAO SA";2;2;2;2;2;2;2;2;2;2;2;2
"290980 CRUZ DAS ALMAS";2;2;2;2;2;2;2;2;2;2;2;2
"290990 CURACA";3;3;3;3;3;3;3;3;3;3;3;3
"291000 DARIO MEIRA";3;3;3;3;3;3;3;3;3;3;3;3
"291030 ELISIO MEDRADO";3;3;3;3;3;3;3;3;3;3;3;3
"291040 ENCRUZILHADA";1;1;1;1;1;1;1;1;1;1;1;1
"291080 FEIRA DE SANTANA";74;74;75;75;75;75;75;75;75;75;75;75
"291120 GANDU";3;3;3;3;3;3;3;3;3;3;3;3
"291160 GOVERNADOR MANGABEIRA";1;1;1;1;1;1;1;1;1;1;1;1
"291210 IBICARAI";2;2;2;2;2;2;2;2;2;2;2;2
"291220 IBICOARA";3;3;3;3;3;3;3;3;3;3;3;3
"291250 IBIPITANGA";1;1;1;1;1;1;1;1;1;1;1;1
"291280 IBIRAPUA";4;4;4;4;4;4;4;4;4;4;4;4
"291320 IBOTIRAMA";1;1;1;1;1;1;1;1;1;1;1;1
"291360 ILHEUS";15;15;15;15;15;15;15;15;15;15;15;15
"291470 ITABERABA";1;1;1;1;1;1;1;1;1;1;1;1
"291480 ITABUNA";8;8;8;8;8;8;8;8;8;8;8;8
"291490 ITACARE";2;-;-;-;-;-;-;-;-;-;-;-
"291500 ITAETE";3;3;3;3;3;3;3;3;3;3;3;3
"291580 ITAMBE";1;1;1;1;1;1;1;1;1;1;1;1
"291620 ITAPE";3;3;3;3;3;3;3;3;3;3;3;3
"291640 ITAPETINGA";8;8;8;8;8;8;8;8;8;8;8;8
"291750 JACOBINA";4;4;4;4;4;4;4;4;4;4;4;4
"291770 JAGUARARI";3;3;3;3;3;3;3;3;3;3;3;3
"291800 JEQUIE";3;3;3;3;3;3;3;3;3;3;3;3
"291830 JITAUNA";2;2;2;2;2;2;2;2;2;2;2;2
"291840 JUAZEIRO";4;4;4;4;4;4;4;4;4;4;4;4
"291870 LAFAIETE COUTINHO";2;2;2;2;2;2;2;2;2;2;2;2
"291875 LAGOA REAL";6;6;6;6;6;6;6;6;6;6;6;6
"291915 LAPAO";2;2;2;2;2;2;2;2;2;2;2;2
"291955 LUIS EDUARDO MAGALHAES";24;24;24;24;24;24;24;24;24;24;24;24
"291980 MACAUBAS";3;3;3;3;3;3;3;3;3;3;3;3
"292060 MARAGOGIPE";4;4;4;4;4;4;4;4;4;4;4;4
"292100 MATA DE SAO JOAO";2;2;2;2;2;2;2;2;2;2;2;2
"292150 MONTE SANTO";2;2;2;2;2;2;2;2;2;2;2;2
"292200 MUCURI";2;2;2;2;2;2;2;2;2;2;2;2
"292220 MUNIZ FERREIRA";1;1;1;1;1;1;1;1;1;1;1;1
"292230 MURITIBA";8;8;8;8;8;8;8;8;8;8;8;8
"292250 NAZARE";2;2;2;2;2;2;2;2;2;2;2;2
"292280 NOVA ITARANA";3;3;3;3;3;-;-;-;-;-;-;-
"292310 OLINDINA";1;1;1;1;1;1;1;1;1;1;1;1
"292320 OLIVEIRA DOS BREJINHOS";4;4;4;4;4;4;4;4;4;4;4;4
"292350 PALMEIRAS";3;3;3;3;3;3;3;3;3;3;3;3
"292360 PARAMIRIM";2;2;2;2;2;2;2;2;2;2;2;2
"292380 PARIPIRANGA";6;6;6;6;6;6;6;6;6;6;6;6
"292405 PE DE SERRA";2;2;2;2;2;2;2;2;2;2;2;2
"292410 PEDRAO";1;1;1;1;1;1;1;1;1;1;1;1
"292460 PINDOBACU";2;2;2;-;-;-;-;-;-;-;-;-
"292465 PINTADAS";1;1;1;1;1;1;1;1;1;1;1;1
"292500 PLANALTO";4;4;4;4;4;4;4;4;4;4;4;4
"292520 POJUCA";6;6;6;6;6;6;6;6;6;6;6;6
"292525 PONTO NOVO";2;2;2;2;2;2;2;1;1;1;1;1
"292550 PRADO";2;2;2;2;2;2;2;2;2;2;2;2
"292575 PRESIDENTE TANCREDO NEVES";1;1;1;1;1;1;1;1;1;1;1;1
"292580 QUEIMADAS";-;5;5;5;5;5;5;5;5;5;5;5
"292590 QUIJINGUE";1;1;1;1;1;1;1;1;1;1;1;1
"292630 RIACHAO DO JACUIPE";-;-;-;-;-;-;-;-;-;-;6;6
"292640 RIACHO DE SANTANA";5;5;5;5;5;5;5;5;5;5;5;5
"292660 RIBEIRA DO POMBAL";-;-;-;-;-;-;-;-;-;-;-;1
"292700 RIO REAL";3;3;3;3;3;3;3;3;3;3;3;3
"292710 RODELAS";4;4;4;4;4;4;4;4;4;4;4;4
"292720 RUY BARBOSA";3;3;3;3;3;3;3;3;3;3;3;3
"292740 SALVADOR";47;47;47;47;47;47;47;47;47;47;47;47
"292800 SANTALUZ";4;4;4;4;4;4;4;4;4;4;4;4
"292810 SANTA MARIA DA VITORIA";2;2;2;2;2;2;2;2;2;2;2;2
"292860 SANTO AMARO";2;2;2;2;2;2;2;2;2;2;2;2
"292870 SANTO ANTONIO DE JESUS";5;5;5;5;5;5;5;5;5;5;5;5
"292880 SANTO ESTEVAO";1;1;1;1;1;1;1;1;1;1;1;1
"292920 SAO FRANCISCO DO CONDE";2;2;2;2;2;2;2;2;2;2;2;2
"292980 SAUDE";1;1;1;1;1;1;1;1;1;1;1;1
"293010 SENHOR DO BONFIM";6;6;6;6;6;6;6;6;6;6;6;6
"293015 SERRA DO RAMALHO";4;4;4;4;4;4;4;4;4;4;4;4
"293050 SERRINHA";1;1;1;1;1;1;1;1;1;1;1;1
"293075 SITIO DO MATO";5;5;5;5;5;5;5;5;5;5;5;5
"293105 TANQUE NOVO";2;2;2;2;2;2;2;2;2;2;2;2
"293130 TAPIRAMUTA";6;6;6;6;6;6;6;6;6;6;6;6
"293135 TEIXEIRA DE FREITAS";4;4;4;4;4;5;5;5;5;5;5;5
"293140 TEODORO SAMPAIO";6;6;6;6;6;6;6;6;6;6;6;6
"293180 TREMEDAL";5;5;5;5;5;5;5;5;5;5;5;5
"293200 UAUA";7;7;7;7;7;7;7;7;7;7;7;7
"293245 UMBURANAS";2;2;2;2;2;2;2;2;2;2;2;2
"293280 UTINGA";1;1;1;1;1;1;1;1;1;1;1;1
"293300 VALENTE";1;1;1;1;1;1;1;1;1;1;1;1
"293345 WANDERLEY";4;4;4;4;4;4;4;4;4;4;4;4
"310050 ACUCENA";3;3;3;3;3;3;3;3;3;3;3;3
"310160 ALFENAS";1;1;1;1;1;1;1;1;1;1;1;1
"310200 ALTEROSA";2;2;2;2;2;2;2;2;2;2;2;2
"310250 AMPARO DO SERRA";3;3;3;3;3;3;3;3;3;3;3;3
"310260 ANDRADAS";2;2;2;2;2;2;2;2;2;2;2;2
"310285 ANGELANDIA";4;4;4;4;4;4;4;4;4;4;4;4
"310320 ARACAI";4;4;4;4;4;4;4;4;4;4;4;4
"310350 ARAGUARI";6;6;6;6;6;6;6;6;6;6;6;6
"310360 ARANTINA";2;2;2;2;2;2;2;2;2;2;2;2
"310380 ARAPUA";3;3;3;3;3;3;3;3;3;3;3;3
"310450 ARINOS";2;2;1;1;1;1;1;1;1;1;1;1
"310480 AUGUSTO DE LIMA";2;2;2;2;2;2;2;2;3;3;3;3
"310500 BALDIM";4;4;4;4;4;4;4;4;4;4;4;4
"310550 BARAO DE MONTE ALTO";3;3;3;3;3;3;3;3;3;3;3;3
"310560 BARBACENA";9;9;9;9;9;9;9;9;9;9;9;9
"310590 BARROSO";4;4;4;4;4;4;4;4;4;4;4;4
"310620 BELO HORIZONTE";39;39;39;39;39;39;39;39;46;46;46;46
"310640 BELO VALE";8;8;8;8;8;8;8;8;8;8;8;8
"310660 BERTOPOLIS";7;7;7;7;7;7;7;7;7;7;7;7
"310665 BERIZAL";3;3;3;3;3;3;3;3;3;3;3;3
"310670 BETIM";4;4;4;4;4;4;4;4;4;4;4;4
"310690 BICAS";2;2;2;2;2;2;2;2;2;2;2;2
"310790 BOM REPOUSO";3;3;3;3;3;3;3;3;3;3;3;3
"310820 BONFINOPOLIS DE MINAS";-;-;-;-;-;-;-;-;1;1;1;1
"310830 BORDA DA MATA";3;3;3;3;3;3;3;3;3;3;3;3
"310840 BOTELHOS";1;1;1;1;1;1;1;1;1;1;1;1
"310900 BRUMADINHO";1;1;1;1;1;1;1;1;1;1;1;1
"310920 BUENOPOLIS";2;2;2;2;2;2;2;2;2;2;2;2
"310950 CABO VERDE";2;2;2;2;2;2;2;2;2;2;2;2
"310980 CACHOEIRA DOURADA";3;3;3;3;3;3;3;3;3;3;3;3
"311050 CAMANDUCAIA";3;3;3;3;3;3;3;3;3;3;3;3
"311090 CAMPANHA";1;1;1;1;1;1;1;1;1;1;1;1
"311110 CAMPINA VERDE";8;8;8;8;8;8;8;8;8;8;8;8
"311170 CANAA";2;2;2;2;2;2;2;2;2;2;2;2
"311200 CANDEIAS";1;1;1;1;1;1;1;1;1;1;1;1
"311210 CAPARAO";4;4;4;4;4;4;4;4;4;4;4;4
"311220 CAPELA NOVA";2;2;2;2;2;2;2;2;2;2;2;2
"311230 CAPELINHA";3;3;3;3;3;3;3;3;3;3;3;3
"311265 CAPITAO ANDRADE";3;3;3;3;3;3;3;3;3;3;3;3
"311270 CAPITAO ENEAS";1;1;1;1;1;1;1;1;1;-;-;-
"311290 CAPUTIRA";4;4;4;4;4;4;4;4;4;4;4;4
"311310 CARANAIBA";2;2;2;2;2;2;2;2;2;2;2;2
"311380 CARMESIA";4;4;4;4;4;4;4;4;4;4;4;4
"311420 CARMO DO CAJURU";5;5;5;5;5;5;5;5;5;5;5;4
"311430 CARMO DO PARANAIBA";4;4;4;4;4;4;4;4;4;4;4;4
"311455 CARNEIRINHO";3;3;3;3;3;3;3;3;3;3;3;3
"311460 CARRANCAS";6;6;6;6;6;6;6;6;6;6;6;6
"311520 CONCEICAO DA BARRA DE MINAS";3;3;3;3;3;3;3;3;3;3;3;3
"311550 CAXAMBU";-;-;-;-;-;-;3;3;3;3;3;3
"311560 CEDRO DO ABAETE";3;3;3;3;3;3;3;3;3;3;3;3
"311580 CENTRALINA";7;7;7;7;7;7;7;7;7;7;7;7
"311610 CHAPADA DO NORTE";5;5;5;5;5;5;5;5;5;5;5;5
"311615 CHAPADA GAUCHA";4;4;4;4;4;4;4;4;4;4;4;4
"311630 CIPOTANEA";5;5;5;5;5;5;5;5;5;5;5;5
"311650 CLARO DOS POCOES";1;1;1;1;1;1;1;1;1;1;1;1
"311750 CONCEICAO DO MATO DENTRO";2;2;2;2;2;2;2;2;2;2;2;2
"311780 CONCEICAO DOS OUROS";3;3;3;3;3;3;3;3;3;3;3;3
"311787 CONFINS";1;1;1;1;1;1;1;1;1;1;1;1
"311810 CONGONHAS DO NORTE";3;3;3;3;3;3;3;3;3;3;3;3
"311830 CONSELHEIRO LAFAIETE";1;1;1;1;1;1;1;1;1;1;1;1
"311870 COQUEIRAL";3;3;3;3;3;3;3;3;3;3;3;3
"311910 CORINTO";3;3;3;3;3;3;3;3;3;3;3;3
"311920 COROACI";4;4;4;4;4;4;4;4;4;4;4;4
"311940 CORONEL FABRICIANO";3;3;3;3;3;3;3;3;3;3;3;3
"311950 CORONEL MURTA";6;6;6;6;6;6;6;6;6;6;6;6
"311995 CORREGO FUNDO";3;3;3;3;3;3;3;3;3;3;3;3
"312010 COUTO DE MAGALHAES DE MINAS";4;4;4;4;4;4;4;4;4;4;4;4
"312020 CRISTAIS";3;3;3;3;3;3;3;3;3;3;3;3
"312060 CRUCILANDIA";25;25;25;25;25;25;25;25;25;25;25;25
"312070 CRUZEIRO DA FORTALEZA";2;2;2;2;2;2;2;2;2;2;2;2
"312087 CURRAL DE DENTRO";3;3;3;3;3;3;3;3;3;3;3;3
"312090 CURVELO";4;4;4;4;4;4;4;4;4;4;4;4
"312110 DELFIM MOREIRA";4;4;4;4;4;4;4;4;4;4;4;4
"312150 DESTERRO DO MELO";2;2;2;2;2;2;2;2;2;2;2;2
"312170 DIOGO DE VASCONCELOS";4;4;4;4;4;4;4;4;4;4;4;4
"312190 DIVINESIA";2;2;2;2;2;2;2;2;2;2;2;2
"312230 DIVINOPOLIS";4;4;4;4;4;4;4;4;4;4;4;4
"312245 DIVISOPOLIS";3;3;3;3;3;3;3;3;3;3;3;3
"312350 DOURADOQUARA";3;3;3;3;3;3;3;3;3;3;3;3
"312385 ENTRE FOLHAS";2;2;2;2;2;2;2;2;2;2;2;2
"312490 EUGENOPOLIS";1;1;1;1;1;1;1;1;1;2;2;2
"312510 EXTREMA";7;7;7;7;7;7;7;7;7;7;7;7
"312540 FELICIO DOS SANTOS";3;3;3;3;3;3;3;3;3;3;3;3
"312550 SAO GONCALO DO RIO PRETO";5;5;5;5;5;5;5;5;5;5;5;5
"312570 FELIXLANDIA";2;2;2;2;2;2;2;2;2;2;2;2
"312600 FLORESTAL";6;6;6;6;6;6;6;6;6;6;6;6
"312610 FORMIGA";5;5;5;5;5;5;5;5;5;5;5;5
"312620 FORMOSO";5;5;5;5;5;5;5;5;5;5;5;5
"312630 FORTALEZA DE MINAS";6;6;6;6;6;6;6;6;6;6;6;6
"312640 FORTUNA DE MINAS";3;3;3;3;3;3;3;3;3;3;3;3
"312650 FRANCISCO BADARO";3;3;3;3;3;3;3;3;3;3;3;3
"312660 FRANCISCO DUMONT";1;1;1;1;1;1;1;1;1;1;1;1
"312690 FREI INOCENCIO";2;2;2;2;2;2;2;2;2;2;2;2
"312710 FRUTAL";2;2;2;2;2;2;2;2;2;2;2;2
"312730 GALILEIA";3;3;3;3;3;3;3;3;3;3;3;3
"312733 GAMELEIRAS";2;2;2;2;2;2;2;2;2;2;2;2
"312760 GOUVEIA";4;4;4;4;4;4;4;4;4;4;4;4
"312770 GOVERNADOR VALADARES";20;20;20;20;20;20;20;20;20;20;20;20
"312780 GRAO MOGOL";1;1;1;1;1;1;1;1;1;1;1;1
"312800 GUANHAES";6;6;6;6;6;6;6;6;6;6;6;6
"312810 GUAPE";3;3;3;3;3;3;3;3;3;3;3;3
"312900 GUIRICEMA";6;6;6;6;6;6;6;6;6;6;6;6
"312980 IBIRITE";-;-;-;-;-;-;5;5;5;5;5;5
"313020 IGARATINGA";2;2;2;2;2;2;2;2;2;2;2;2
"313030 IGUATAMA";6;6;6;6;6;6;6;6;6;6;6;6
"313040 IJACI";3;3;3;3;3;3;3;3;3;3;3;-
"313050 ILICINEA";2;2;2;2;2;2;2;2;2;2;2;2
"313070 INDIANOPOLIS";2;2;2;2;2;2;2;2;2;2;2;2
"313100 INHAUMA";3;3;3;3;3;3;3;3;3;3;3;3
"313115 IPABA";3;3;3;3;3;3;3;3;3;3;3;3
"313130 IPATINGA";8;8;8;8;8;8;8;8;8;8;8;8
"313170 ITABIRA";8;8;8;8;8;8;8;8;8;8;8;8
"313320 ITANHOMI";2;2;2;2;2;2;2;2;2;2;2;2
"313380 ITAUNA";3;3;3;3;3;3;3;3;3;3;3;3
"313440 ITURAMA";4;4;4;4;4;4;4;4;4;4;4;4
"313450 ITUTINGA";3;3;3;3;3;3;3;3;3;3;3;3
"313460 JABOTICATUBAS";1;1;1;1;1;1;1;1;1;1;1;1
"313520 JANUARIA";1;1;1;1;1;1;1;1;1;1;1;1
"313550 JEQUERI";3;3;3;3;3;3;3;3;3;3;3;3
"313560 JEQUITAI";3;3;3;3;3;3;3;3;3;3;3;3
"313570 JEQUITIBA";2;2;2;2;2;2;2;2;2;2;2;2
"313610 JOANESIA";3;3;3;3;3;3;3;3;3;3;3;3
"313620 JOAO MONLEVADE";19;19;19;19;19;19;19;19;19;19;19;19
"313630 JOAO PINHEIRO";5;5;5;5;5;5;5;5;5;5;5;5
"313657 JOSENOPOLIS";2;2;2;2;2;2;2;2;2;2;2;2
"313665 JUATUBA";3;3;3;3;3;3;3;3;3;3;3;3
"313670 JUIZ DE FORA";15;15;15;15;15;15;15;15;15;15;15;15
"313710 LAGAMAR";2;2;2;2;2;2;2;2;2;2;2;2
"313720 LAGOA DA PRATA";5;5;5;5;5;5;-;-;-;-;-;-
"313730 LAGOA DOS PATOS";4;4;4;4;4;4;4;4;4;4;4;4
"313740 LAGOA DOURADA";6;6;6;6;6;6;6;6;6;6;6;6
"313750 LAGOA FORMOSA";3;3;3;3;3;3;3;3;3;3;-;-
"313753 LAGOA GRANDE";3;3;3;3;3;3;3;3;3;3;3;3
"313760 LAGOA SANTA";3;3;3;3;3;3;3;3;3;3;3;3
"313780 LAMBARI";1;1;1;1;1;1;1;1;1;1;1;1
"313810 LASSANCE";3;3;3;3;3;3;3;3;3;3;3;3
"313820 LAVRAS";5;5;5;5;5;5;5;5;5;5;5;5
"313850 LIBERDADE";4;4;4;4;4;4;4;4;4;4;4;4
"313860 LIMA DUARTE";4;4;4;4;4;4;4;4;4;4;4;4
"313862 LIMEIRA DO OESTE";3;3;3;3;3;3;3;3;3;3;3;3
"313925 MAMONAS";2;2;2;2;2;2;2;2;2;2;2;2
"313930 MANGA";1;1;1;1;1;1;1;1;1;1;1;1
"313940 MANHUACU";2;2;2;2;2;2;2;2;2;2;2;2
