CNES - Recursos Físicos - Ambulatório - Consultórios - Brasil
Clínica Básica por Município e Ano/mês compet.
Período:2017-2024
"Município";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"2021/Abr";"2021/Mai";"2021/Jun";"2021/Jul";"2021/Ago";"2021/Set";"2021/Out";"2021/Nov";"2021/Dez";"2022/Jan";"2022/Fev";"2022/Mar";"2022/Abr";"2022/Mai";"2022/Jun";"2022/Jul";"2022/Ago";"2022/Set";"2022/Out";"2022/Nov";"2022/Dez";"2023/Jan";"2023/Fev";"2023/Mar";"2023/Abr";"2023/Mai";"2023/Jun";"2023/Jul";"2023/Ago";"2023/Set";"2023/Out";"2023/Nov";"2023/Dez";"2024/Jan";"2024/Fev";"2024/Mar";"2024/Abr";"2024/Mai";"2024/Jun";"2024/Jul";"2024/Ago";"2024/Set";"2024/Out";"2024/Nov";"2024/Dez"
"110011 JARU";23;23;23;23;23;23;23;23;23;23;23;23;23;25;25;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;27;28;28;28;28;29;29;30;36;36;36;36;36;36;36;36;36;36;38;38;40;42;42;42;42;42;42;42;42;42;42;43;43;41;44;44;45;46;46;46;46;45;46;46;46;46;47;47;47;46;46;45;45;45;45;46;47;47;46;46;46;46;46
"110012 JI-PARANA";148;148;147;152;152;152;152;152;153;154;154;154;156;156;156;156;167;162;164;167;168;171;172;172;171;174;175;175;179;184;187;187;197;199;199;195;199;199;204;200;204;221;221;221;221;221;228;229;229;231;232;233;241;244;248;255;261;267;274;276;282;283;285;290;296;297;309;312;313;316;316;317;321;321;320;321;319;319;323;315;317;317;317;318;325;331;333;338;357;361;373;382;388;388;393;398
"110013 MACHADINHO D'OESTE";10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;11;11;11;11;11;11;12;10;10;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;14;14;14;14;14;15;15;15;15;15;15;15;15;15;16;16;16;16;16;16;16;16;16;16
"110014 NOVA BRASILANDIA D'OESTE";13;13;13;13;13;13;13;12;12;12;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;11;15;16;16;16;16;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;16;18;18;18;18;18;18;16;14;17;17;17;17;18;19;19;19;19;21;21;21;21;20;20;21;21;21;21;20;20;20;20;20;20;20;20;20
"110015 OURO PRETO DO OESTE";18;18;18;18;18;18;18;18;18;18;18;18;20;20;20;20;20;21;21;21;21;21;21;21;21;21;21;21;22;22;22;22;22;22;22;24;27;34;35;35;36;36;38;38;39;41;41;41;41;41;40;46;46;46;47;47;47;47;48;48;47;48;49;49;48;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;48
"110018 PIMENTA BUENO";28;28;28;28;28;28;28;28;28;28;28;29;29;29;29;29;29;30;32;32;32;32;32;32;31;31;31;31;32;32;32;32;32;32;32;32;32;32;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;32;32;32;32;32;32;32;32;32;32;32;33;34;35;36;37;39;39;40;40;41;42;42;42;42;42;42;42;38;39;38;39;40;40;40;40;42;43;44;45;46;46
"110020 PORTO VELHO";323;323;332;332;334;334;340;343;343;342;342;318;324;330;331;334;332;329;333;350;349;344;358;361;364;374;386;389;392;381;385;383;388;395;397;358;371;381;389;389;397;398;416;422;424;428;436;436;441;438;440;449;452;449;445;448;456;564;575;577;580;585;597;609;613;620;629;633;635;640;652;654;657;662;672;674;678;692;694;695;695;683;681;686;688;684;694;703;709;709;703;707;712;720;728;734
"110025 PRESIDENTE MEDICI";8;7;7;7;7;7;7;7;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;11;11;11;11;11;11;11;11;11;11;11;11;11;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;13;13;13;13;13;13;13;13;14;14;14;14;14;16;16;16;16;16;16;16;16;16;16;16;16;16;16;15;15;15;15
"110026 RIO CRESPO";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"110028 ROLIM DE MOURA";27;28;28;31;31;32;34;34;34;34;34;34;33;33;33;33;31;32;32;35;35;35;35;35;35;35;35;35;36;36;37;37;38;38;38;38;38;38;38;38;37;36;39;40;41;45;46;46;46;46;46;46;48;51;51;51;52;52;53;53;54;58;59;60;60;61;76;78;78;77;79;79;80;82;82;81;82;82;81;81;81;82;82;85;85;79;80;81;84;82;84;85;90;90;92;92
"110029 SANTA LUZIA D'OESTE";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"110030 VILHENA";95;93;94;95;95;95;96;97;97;97;97;102;102;99;99;99;99;101;102;101;103;108;108;107;107;107;109;109;109;109;110;109;109;109;108;111;111;111;111;113;115;115;120;122;122;122;122;122;122;122;124;128;129;129;129;128;128;128;127;127;128;135;136;130;133;133;133;133;133;133;133;133;130;125;126;126;126;126;126;126;126;126;125;125;125;125;123;123;122;122;122;122;121;121;121;121
"110032 SAO MIGUEL DO GUAPORE";13;13;15;15;15;15;14;14;14;14;14;14;14;14;14;14;14;15;15;15;15;15;15;15;15;16;16;16;16;16;16;16;16;16;16;16;16;17;18;18;18;18;18;17;17;17;17;17;17;17;17;17;17;17;18;18;18;18;19;20;20;20;41;44;44;46;47;48;48;49;49;50;51;52;52;52;51;51;52;52;52;52;52;52;52;54;53;53;53;54;54;55;55;55;56;56
"110033 NOVA MAMORE";9;9;9;9;9;9;9;9;8;8;9;9;9;9;9;9;9;9;9;8;8;8;9;9;9;9;9;9;9;9;9;9;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;14;14;14;14;14;14;15;11;11;11;11;12;12;12;11;13;13;13;13;13;13;13;13
"110034 ALVORADA D'OESTE";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;6;6;6;6;6;6;6;6;6;6;7;7;8;8;8;8;8;8
"110037 ALTO ALEGRE DOS PARECIS";7;7;7;7;7;7;7;7;7;7;7;7;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
"110040 ALTO PARAISO";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2
"110045 BURITIS";16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;17;17;17;17;16;16;16;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;19;19;19;19;19;19;20;20;22;22;22;22;22;22;22;22;22;22;22;21;21;21;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"110050 NOVO HORIZONTE DO OESTE";6;6;6;6;6;6;6;6;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"110060 CACAULANDIA";5;5;5;5;5;2;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"110070 CAMPO NOVO DE RONDONIA";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;7;7;7;7;7;7;7;7;7;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;11;11;11;11;11;11;11
"110080 CANDEIAS DO JAMARI";6;6;5;4;5;5;5;5;5;6;6;6;5;5;5;6;5;5;5;5;5;5;5;6;7;7;7;7;6;6;6;6;6;6;6;6;5;5;5;5;5;5;6;6;6;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;6;6;6;6;6;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;8;8;8;8;8;8;8;8;8
"110090 CASTANHEIRAS";4;4;4;4;4;4;4;4;4;4;-;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;6;6;8;8;8;6;6;6;6;6;6;6;6;6;6
"110092 CHUPINGUAIA";11;11;11;11;11;11;11;11;11;12;12;12;13;12;12;12;13;13;13;13;13;13;13;13;13;15;15;15;16;16;16;16;16;16;16;16;16;16;16;15;15;15;15;16;16;16;16;16;16;16;17;17;17;17;17;18;18;18;18;18;19;19;19;19;19;19;21;21;21;21;21;21;21;21;21;21;21;21;20;17;17;17;17;17;17;17;17;17;17;17;17;17;17;-;17;17
"110094 CUJUBIM";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;7;7;7;7;7;7;7;7;7;7;11;11;11;11;11;11;11;11;11;11;12;12;11;11;11;11;11;11;12
"110100 GOVERNADOR JORGE TEIXEIRA";7;7;7;7;6;6;6;-;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;8;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
"110110 ITAPUA DO OESTE";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;8;8;7;7;7;7;6;6;6;6;6
"110120 MINISTRO ANDREAZZA";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"110130 MIRANTE DA SERRA";3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;6;6;6;6;6;6;7;7;7;7;7;7;7;7
"110140 MONTE NEGRO";10;10;10;10;10;10;10;9;9;9;9;9;9;9;10;10;10;10;10;10;10;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;11;11;11;11;11;11;16;16;16;16;16;16;16;16;16;17;18;18;20;20;23;23;23;23;23;23;23;33;34;34;34;35;35;35;35;35;36;36;36;36;36;36;36;36;36;38;38;38;37;37;37;37;37;37;37;37
"110143 NOVA UNIAO";5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;4;4;4;4;4;4;4;4;4;4;3;2;2;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"110145 PARECIS";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;-;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5
"110146 PIMENTEIRAS DO OESTE";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"110147 PRIMAVERA DE RONDONIA";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"110148 SAO FELIPE D'OESTE";7;7;7;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"110149 SAO FRANCISCO DO GUAPORE";12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;13;13;13;13;13;13;13;13;13;13;13;13;13;12;12;12;12;12;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;12;12;12;12;12;12;12;12;13;13;14
"110150 SERINGUEIRAS";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;6;6;6;7;7;7;7;8;8;8;9;9;10;10;10;9;11;11;11;11;11;11;11;11;11;11;11;11;11
"110155 TEIXEIROPOLIS";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;-;-;-;-;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"110160 THEOBROMA";5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"110170 URUPA";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;4;4;4;4;4;4;4;4;4;4
"110175 VALE DO ANARI";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5
"110180 VALE DO PARAISO";4;4;4;3;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2
"120001 ACRELANDIA";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11
"120005 ASSIS BRASIL";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5
"120010 BRASILEIA";10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;11;15;16;16;13;13;13;13;13;13;13;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;15;15;14;14;14;14;14;14;14;14;14;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"120013 BUJARI";4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;8;8;8;8;8;8;8;8
"120017 CAPIXABA";5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;7;7;7;7;7
"120020 CRUZEIRO DO SUL";62;62;62;62;62;60;60;60;60;60;60;60;60;59;60;60;60;60;60;60;60;60;60;60;61;62;62;62;62;61;61;62;63;64;64;65;65;65;65;65;65;65;65;72;72;72;72;72;72;74;74;77;77;77;77;81;81;84;84;84;86;88;88;91;91;90;91;91;91;91;93;93;93;93;93;94;96;96;95;95;101;102;102;103;103;104;104;108;108;110;109;110;129;129;129;129
"120025 EPITACIOLANDIA";8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
